Dates,variable,value,color,type
2020-08-17,mod_2,2899383,Soc. Dist. + Travel Ban,solid
2020-08-17,mod_4,1455608,Moderate return,solid
2020-08-17,mod_5,2300989,Normal (pre-intervention),solid
2020-08-17,mod_6,810662,Cautious return,solid
2020-08-18,mod_2,2912196,Soc. Dist. + Travel Ban,solid
2020-08-18,mod_4,1464422,Moderate return,solid
2020-08-18,mod_5,2309185,Normal (pre-intervention),solid
2020-08-18,mod_6,817844,Cautious return,solid
2020-08-19,mod_2,2924818,Soc. Dist. + Travel Ban,solid
2020-08-19,mod_4,1473087,Moderate return,solid
2020-08-19,mod_5,2317213,Normal (pre-intervention),solid
2020-08-19,mod_6,824959,Cautious return,solid
2020-08-20,mod_2,2937253,Soc. Dist. + Travel Ban,solid
2020-08-20,mod_4,1481617,Moderate return,solid
2020-08-20,mod_5,2325073,Normal (pre-intervention),solid
2020-08-20,mod_6,831983,Cautious return,solid
2020-08-21,mod_2,2949499,Soc. Dist. + Travel Ban,solid
2020-08-21,mod_4,1489962,Moderate return,solid
2020-08-21,mod_5,2332812,Normal (pre-intervention),solid
2020-08-21,mod_6,838894,Cautious return,solid
2020-08-22,mod_2,2961485,Soc. Dist. + Travel Ban,solid
2020-08-22,mod_4,1498195,Moderate return,solid
2020-08-22,mod_5,2340369,Normal (pre-intervention),solid
2020-08-22,mod_6,845753,Cautious return,solid
2020-08-23,mod_2,2973281,Soc. Dist. + Travel Ban,solid
2020-08-23,mod_4,1506243,Moderate return,solid
2020-08-23,mod_5,2347807,Normal (pre-intervention),solid
2020-08-23,mod_6,852520,Cautious return,solid
2020-08-24,mod_2,2984962,Soc. Dist. + Travel Ban,solid
2020-08-24,mod_4,1514196,Moderate return,solid
2020-08-24,mod_5,2355100,Normal (pre-intervention),solid
2020-08-24,mod_6,859212,Cautious return,solid
2020-08-25,mod_2,2996454,Soc. Dist. + Travel Ban,solid
2020-08-25,mod_4,1521959,Moderate return,solid
2020-08-25,mod_5,2362246,Normal (pre-intervention),solid
2020-08-25,mod_6,865797,Cautious return,solid
2020-08-26,mod_2,3007769,Soc. Dist. + Travel Ban,solid
2020-08-26,mod_4,1529615,Moderate return,solid
2020-08-26,mod_5,2369248,Normal (pre-intervention),solid
2020-08-26,mod_6,872308,Cautious return,solid
2020-08-27,mod_2,3018858,Soc. Dist. + Travel Ban,solid
2020-08-27,mod_4,1537147,Moderate return,solid
2020-08-27,mod_5,2376122,Normal (pre-intervention),solid
2020-08-27,mod_6,878748,Cautious return,solid
2020-08-28,mod_2,3029793,Soc. Dist. + Travel Ban,solid
2020-08-28,mod_4,1544536,Moderate return,solid
2020-08-28,mod_5,2382871,Normal (pre-intervention),solid
2020-08-28,mod_6,885081,Cautious return,solid
2020-08-29,mod_2,3040559,Soc. Dist. + Travel Ban,solid
2020-08-29,mod_4,1551808,Moderate return,solid
2020-08-29,mod_5,2389487,Normal (pre-intervention),solid
2020-08-29,mod_6,891365,Cautious return,solid
2020-08-30,mod_2,3051171,Soc. Dist. + Travel Ban,solid
2020-08-30,mod_4,1558988,Moderate return,solid
2020-08-30,mod_5,2395983,Normal (pre-intervention),solid
2020-08-30,mod_6,897588,Cautious return,solid
2020-08-31,mod_2,3061678,Soc. Dist. + Travel Ban,solid
2020-08-31,mod_4,1565991,Moderate return,solid
2020-08-31,mod_5,2402340,Normal (pre-intervention),solid
2020-08-31,mod_6,903686,Cautious return,solid
2020-09-01,mod_2,3071981,Soc. Dist. + Travel Ban,solid
2020-09-01,mod_4,1572897,Moderate return,solid
2020-09-01,mod_5,2408577,Normal (pre-intervention),solid
2020-09-01,mod_6,909724,Cautious return,solid
2020-09-02,mod_2,3082055,Soc. Dist. + Travel Ban,solid
2020-09-02,mod_4,1579702,Moderate return,solid
2020-09-02,mod_5,2414699,Normal (pre-intervention),solid
2020-09-02,mod_6,915684,Cautious return,solid
2020-09-03,mod_2,3092038,Soc. Dist. + Travel Ban,solid
2020-09-03,mod_4,1586371,Moderate return,solid
2020-09-03,mod_5,2420694,Normal (pre-intervention),solid
2020-09-03,mod_6,921579,Cautious return,solid
2020-09-04,mod_2,3101874,Soc. Dist. + Travel Ban,solid
2020-09-04,mod_4,1592914,Moderate return,solid
2020-09-04,mod_5,2426601,Normal (pre-intervention),solid
2020-09-04,mod_6,927387,Cautious return,solid
2020-09-05,mod_2,3111527,Soc. Dist. + Travel Ban,solid
2020-09-05,mod_4,1599342,Moderate return,solid
2020-09-05,mod_5,2432428,Normal (pre-intervention),solid
2020-09-05,mod_6,933130,Cautious return,solid
2020-09-06,mod_2,3121018,Soc. Dist. + Travel Ban,solid
2020-09-06,mod_4,1605686,Moderate return,solid
2020-09-06,mod_5,2438118,Normal (pre-intervention),solid
2020-09-06,mod_6,938774,Cautious return,solid
2020-09-07,mod_2,3130408,Soc. Dist. + Travel Ban,solid
2020-09-07,mod_4,1611902,Moderate return,solid
2020-09-07,mod_5,2443688,Normal (pre-intervention),solid
2020-09-07,mod_6,944382,Cautious return,solid
2020-09-08,mod_2,3139673,Soc. Dist. + Travel Ban,solid
2020-09-08,mod_4,1617990,Moderate return,solid
2020-09-08,mod_5,2449192,Normal (pre-intervention),solid
2020-09-08,mod_6,949915,Cautious return,solid
2020-09-09,mod_2,3148778,Soc. Dist. + Travel Ban,solid
2020-09-09,mod_4,1623983,Moderate return,solid
2020-09-09,mod_5,2454570,Normal (pre-intervention),solid
2020-09-09,mod_6,955369,Cautious return,solid
2020-09-10,mod_2,3157753,Soc. Dist. + Travel Ban,solid
2020-09-10,mod_4,1629908,Moderate return,solid
2020-09-10,mod_5,2459863,Normal (pre-intervention),solid
2020-09-10,mod_6,960792,Cautious return,solid
2020-09-11,mod_2,3166609,Soc. Dist. + Travel Ban,solid
2020-09-11,mod_4,1635714,Moderate return,solid
2020-09-11,mod_5,2465064,Normal (pre-intervention),solid
2020-09-11,mod_6,966122,Cautious return,solid
2020-09-12,mod_2,3175345,Soc. Dist. + Travel Ban,solid
2020-09-12,mod_4,1641449,Moderate return,solid
2020-09-12,mod_5,2470175,Normal (pre-intervention),solid
2020-09-12,mod_6,971396,Cautious return,solid
2020-09-13,mod_2,3183944,Soc. Dist. + Travel Ban,solid
2020-09-13,mod_4,1647054,Moderate return,solid
2020-09-13,mod_5,2475176,Normal (pre-intervention),solid
2020-09-13,mod_6,976588,Cautious return,solid
2020-09-14,mod_2,3192469,Soc. Dist. + Travel Ban,solid
2020-09-14,mod_4,1652558,Moderate return,solid
2020-09-14,mod_5,2480062,Normal (pre-intervention),solid
2020-09-14,mod_6,981723,Cautious return,solid
2020-09-15,mod_2,3200835,Soc. Dist. + Travel Ban,solid
2020-09-15,mod_4,1657992,Moderate return,solid
2020-09-15,mod_5,2484897,Normal (pre-intervention),solid
2020-09-15,mod_6,986751,Cautious return,solid
