Dates,variable,value,color,type
2020-08-19,mod_4,8665,Moderate return,solid
2020-08-19,mod_5,8028,Normal (pre-intervention),solid
2020-08-19,mod_6,7115,Cautious return,solid
2020-08-20,mod_2,12435,Soc. Dist. + Travel Ban,solid
2020-08-20,mod_4,8530,Moderate return,solid
2020-08-20,mod_5,7860,Normal (pre-intervention),solid
2020-08-20,mod_6,7024,Cautious return,solid
2020-08-21,mod_2,12246,Soc. Dist. + Travel Ban,solid
2020-08-21,mod_4,8345,Moderate return,solid
2020-08-21,mod_5,7739,Normal (pre-intervention),solid
2020-08-21,mod_6,6911,Cautious return,solid
2020-08-22,mod_2,11986,Soc. Dist. + Travel Ban,solid
2020-08-22,mod_4,8233,Moderate return,solid
2020-08-22,mod_5,7557,Normal (pre-intervention),solid
2020-08-22,mod_6,6859,Cautious return,solid
2020-08-23,mod_2,11796,Soc. Dist. + Travel Ban,solid
2020-08-23,mod_4,8048,Moderate return,solid
2020-08-23,mod_5,7438,Normal (pre-intervention),solid
2020-08-23,mod_6,6767,Cautious return,solid
2020-08-24,mod_2,11681,Soc. Dist. + Travel Ban,solid
2020-08-24,mod_4,7953,Moderate return,solid
2020-08-24,mod_5,7293,Normal (pre-intervention),solid
2020-08-24,mod_6,6692,Cautious return,solid
2020-08-25,mod_2,11492,Soc. Dist. + Travel Ban,solid
2020-08-25,mod_4,7763,Moderate return,solid
2020-08-25,mod_5,7146,Normal (pre-intervention),solid
2020-08-25,mod_6,6585,Cautious return,solid
2020-08-26,mod_2,11315,Soc. Dist. + Travel Ban,solid
2020-08-26,mod_4,7656,Moderate return,solid
2020-08-26,mod_5,7002,Normal (pre-intervention),solid
2020-08-26,mod_6,6511,Cautious return,solid
2020-08-27,mod_2,11089,Soc. Dist. + Travel Ban,solid
2020-08-27,mod_4,7532,Moderate return,solid
2020-08-27,mod_5,6874,Normal (pre-intervention),solid
2020-08-27,mod_6,6440,Cautious return,solid
2020-08-28,mod_2,10935,Soc. Dist. + Travel Ban,solid
2020-08-28,mod_4,7389,Moderate return,solid
2020-08-28,mod_5,6749,Normal (pre-intervention),solid
2020-08-28,mod_6,6333,Cautious return,solid
2020-08-29,mod_2,10766,Soc. Dist. + Travel Ban,solid
2020-08-29,mod_4,7272,Moderate return,solid
2020-08-29,mod_5,6616,Normal (pre-intervention),solid
2020-08-29,mod_6,6284,Cautious return,solid
2020-08-30,mod_2,10612,Soc. Dist. + Travel Ban,solid
2020-08-30,mod_4,7180,Moderate return,solid
2020-08-30,mod_5,6496,Normal (pre-intervention),solid
2020-08-30,mod_6,6223,Cautious return,solid
2020-08-31,mod_2,10507,Soc. Dist. + Travel Ban,solid
2020-08-31,mod_4,7003,Moderate return,solid
2020-08-31,mod_5,6357,Normal (pre-intervention),solid
2020-08-31,mod_6,6098,Cautious return,solid
2020-09-01,mod_2,10303,Soc. Dist. + Travel Ban,solid
2020-09-01,mod_4,6906,Moderate return,solid
2020-09-01,mod_5,6237,Normal (pre-intervention),solid
2020-09-01,mod_6,6038,Cautious return,solid
2020-09-02,mod_2,10074,Soc. Dist. + Travel Ban,solid
2020-09-02,mod_4,6805,Moderate return,solid
2020-09-02,mod_5,6122,Normal (pre-intervention),solid
2020-09-02,mod_6,5960,Cautious return,solid
2020-09-03,mod_2,9983,Soc. Dist. + Travel Ban,solid
2020-09-03,mod_4,6669,Moderate return,solid
2020-09-03,mod_5,5995,Normal (pre-intervention),solid
2020-09-03,mod_6,5895,Cautious return,solid
2020-09-04,mod_2,9836,Soc. Dist. + Travel Ban,solid
2020-09-04,mod_4,6543,Moderate return,solid
2020-09-04,mod_5,5907,Normal (pre-intervention),solid
2020-09-04,mod_6,5808,Cautious return,solid
2020-09-05,mod_2,9653,Soc. Dist. + Travel Ban,solid
2020-09-05,mod_4,6428,Moderate return,solid
2020-09-05,mod_5,5827,Normal (pre-intervention),solid
2020-09-05,mod_6,5743,Cautious return,solid
2020-09-06,mod_2,9491,Soc. Dist. + Travel Ban,solid
2020-09-06,mod_4,6344,Moderate return,solid
2020-09-06,mod_5,5690,Normal (pre-intervention),solid
2020-09-06,mod_6,5644,Cautious return,solid
2020-09-07,mod_2,9390,Soc. Dist. + Travel Ban,solid
2020-09-07,mod_4,6216,Moderate return,solid
2020-09-07,mod_5,5570,Normal (pre-intervention),solid
2020-09-07,mod_6,5608,Cautious return,solid
2020-09-08,mod_2,9265,Soc. Dist. + Travel Ban,solid
2020-09-08,mod_4,6088,Moderate return,solid
2020-09-08,mod_5,5504,Normal (pre-intervention),solid
2020-09-08,mod_6,5533,Cautious return,solid
2020-09-09,mod_2,9105,Soc. Dist. + Travel Ban,solid
2020-09-09,mod_4,5993,Moderate return,solid
2020-09-09,mod_5,5378,Normal (pre-intervention),solid
2020-09-09,mod_6,5454,Cautious return,solid
2020-09-10,mod_2,8975,Soc. Dist. + Travel Ban,solid
2020-09-10,mod_4,5925,Moderate return,solid
2020-09-10,mod_5,5293,Normal (pre-intervention),solid
2020-09-10,mod_6,5423,Cautious return,solid
2020-09-11,mod_2,8856,Soc. Dist. + Travel Ban,solid
2020-09-11,mod_4,5806,Moderate return,solid
2020-09-11,mod_5,5201,Normal (pre-intervention),solid
2020-09-11,mod_6,5330,Cautious return,solid
2020-09-12,mod_2,8736,Soc. Dist. + Travel Ban,solid
2020-09-12,mod_4,5735,Moderate return,solid
2020-09-12,mod_5,5111,Normal (pre-intervention),solid
2020-09-12,mod_6,5274,Cautious return,solid
2020-09-13,mod_2,8599,Soc. Dist. + Travel Ban,solid
2020-09-13,mod_4,5605,Moderate return,solid
2020-09-13,mod_5,5001,Normal (pre-intervention),solid
2020-09-13,mod_6,5192,Cautious return,solid
2020-09-14,mod_2,8525,Soc. Dist. + Travel Ban,solid
2020-09-14,mod_4,5504,Moderate return,solid
2020-09-14,mod_5,4886,Normal (pre-intervention),solid
2020-09-14,mod_6,5135,Cautious return,solid
2020-09-15,mod_2,8366,Soc. Dist. + Travel Ban,solid
2020-09-15,mod_4,5434,Moderate return,solid
2020-09-15,mod_5,4835,Normal (pre-intervention),solid
2020-09-15,mod_6,5028,Cautious return,solid
