Dates,variable,value,color,type
2020-04-28,mod_5,260,Normal (pre-intervention),solid
2020-04-28,mod_6,175,Cautious return,solid
2020-04-29,mod_2,13874,Soc. Dist. + Travel Ban,solid
2020-04-29,mod_4,228,Moderate return,solid
2020-04-29,mod_5,315,Normal (pre-intervention),solid
2020-04-29,mod_6,197,Cautious return,solid
2020-04-30,mod_2,15361,Soc. Dist. + Travel Ban,solid
2020-04-30,mod_4,264,Moderate return,solid
2020-04-30,mod_5,395,Normal (pre-intervention),solid
2020-04-30,mod_6,220,Cautious return,solid
2020-05-01,mod_2,16875,Soc. Dist. + Travel Ban,solid
2020-05-01,mod_4,310,Moderate return,solid
2020-05-01,mod_5,491,Normal (pre-intervention),solid
2020-05-01,mod_6,253,Cautious return,solid
2020-05-02,mod_2,18421,Soc. Dist. + Travel Ban,solid
2020-05-02,mod_4,365,Moderate return,solid
2020-05-02,mod_5,627,Normal (pre-intervention),solid
2020-05-02,mod_6,284,Cautious return,solid
2020-05-03,mod_2,19972,Soc. Dist. + Travel Ban,solid
2020-05-03,mod_4,432,Moderate return,solid
2020-05-03,mod_5,805,Normal (pre-intervention),solid
2020-05-03,mod_6,326,Cautious return,solid
2020-05-04,mod_2,21534,Soc. Dist. + Travel Ban,solid
2020-05-04,mod_4,523,Moderate return,solid
2020-05-04,mod_5,1059,Normal (pre-intervention),solid
2020-05-04,mod_6,367,Cautious return,solid
2020-05-05,mod_2,23079,Soc. Dist. + Travel Ban,solid
2020-05-05,mod_4,630,Moderate return,solid
2020-05-05,mod_5,1384,Normal (pre-intervention),solid
2020-05-05,mod_6,424,Cautious return,solid
2020-05-06,mod_2,24585,Soc. Dist. + Travel Ban,solid
2020-05-06,mod_4,777,Moderate return,solid
2020-05-06,mod_5,1831,Normal (pre-intervention),solid
2020-05-06,mod_6,491,Cautious return,solid
2020-05-07,mod_2,26112,Soc. Dist. + Travel Ban,solid
2020-05-07,mod_4,948,Moderate return,solid
2020-05-07,mod_5,2421,Normal (pre-intervention),solid
2020-05-07,mod_6,560,Cautious return,solid
2020-05-08,mod_2,27572,Soc. Dist. + Travel Ban,solid
2020-05-08,mod_4,1167,Moderate return,solid
2020-05-08,mod_5,3202,Normal (pre-intervention),solid
2020-05-08,mod_6,652,Cautious return,solid
2020-05-09,mod_2,28956,Soc. Dist. + Travel Ban,solid
2020-05-09,mod_4,1448,Moderate return,solid
2020-05-09,mod_5,4220,Normal (pre-intervention),solid
2020-05-09,mod_6,755,Cautious return,solid
2020-05-10,mod_2,30307,Soc. Dist. + Travel Ban,solid
2020-05-10,mod_4,1791,Moderate return,solid
2020-05-10,mod_5,5523,Normal (pre-intervention),solid
2020-05-10,mod_6,881,Cautious return,solid
2020-05-11,mod_2,31566,Soc. Dist. + Travel Ban,solid
2020-05-11,mod_4,2215,Moderate return,solid
2020-05-11,mod_5,7162,Normal (pre-intervention),solid
2020-05-11,mod_6,1022,Cautious return,solid
2020-05-12,mod_2,32732,Soc. Dist. + Travel Ban,solid
2020-05-12,mod_4,2739,Moderate return,solid
2020-05-12,mod_5,9187,Normal (pre-intervention),solid
2020-05-12,mod_6,1195,Cautious return,solid
2020-05-13,mod_2,33829,Soc. Dist. + Travel Ban,solid
2020-05-13,mod_4,3361,Moderate return,solid
2020-05-13,mod_5,11656,Normal (pre-intervention),solid
2020-05-13,mod_6,1388,Cautious return,solid
2020-05-14,mod_2,34858,Soc. Dist. + Travel Ban,solid
2020-05-14,mod_4,4018,Moderate return,solid
2020-05-14,mod_5,14141,Normal (pre-intervention),solid
2020-05-14,mod_6,1583,Cautious return,solid
2020-05-15,mod_2,35821,Soc. Dist. + Travel Ban,solid
2020-05-15,mod_4,4733,Moderate return,solid
2020-05-15,mod_5,16768,Normal (pre-intervention),solid
2020-05-15,mod_6,1811,Cautious return,solid
2020-05-16,mod_2,36690,Soc. Dist. + Travel Ban,solid
2020-05-16,mod_4,5507,Moderate return,solid
2020-05-16,mod_5,19456,Normal (pre-intervention),solid
2020-05-16,mod_6,2051,Cautious return,solid
2020-05-17,mod_2,37466,Soc. Dist. + Travel Ban,solid
2020-05-17,mod_4,6332,Moderate return,solid
2020-05-17,mod_5,22128,Normal (pre-intervention),solid
2020-05-17,mod_6,2296,Cautious return,solid
2020-05-18,mod_2,38203,Soc. Dist. + Travel Ban,solid
2020-05-18,mod_4,7205,Moderate return,solid
2020-05-18,mod_5,24676,Normal (pre-intervention),solid
2020-05-18,mod_6,2569,Cautious return,solid
2020-05-19,mod_2,38842,Soc. Dist. + Travel Ban,solid
2020-05-19,mod_4,8104,Moderate return,solid
2020-05-19,mod_5,27044,Normal (pre-intervention),solid
2020-05-19,mod_6,2857,Cautious return,solid
2020-05-20,mod_2,39451,Soc. Dist. + Travel Ban,solid
2020-05-20,mod_4,9000,Moderate return,solid
2020-05-20,mod_5,29242,Normal (pre-intervention),solid
2020-05-20,mod_6,3166,Cautious return,solid
2020-05-21,mod_2,40003,Soc. Dist. + Travel Ban,solid
2020-05-21,mod_4,9951,Moderate return,solid
2020-05-21,mod_5,31213,Normal (pre-intervention),solid
2020-05-21,mod_6,3481,Cautious return,solid
2020-05-22,mod_2,40467,Soc. Dist. + Travel Ban,solid
2020-05-22,mod_4,10867,Moderate return,solid
2020-05-22,mod_5,33049,Normal (pre-intervention),solid
2020-05-22,mod_6,3813,Cautious return,solid
2020-05-23,mod_2,40849,Soc. Dist. + Travel Ban,solid
2020-05-23,mod_4,11769,Moderate return,solid
2020-05-23,mod_5,34695,Normal (pre-intervention),solid
2020-05-23,mod_6,4138,Cautious return,solid
2020-05-24,mod_2,41254,Soc. Dist. + Travel Ban,solid
2020-05-24,mod_4,12662,Moderate return,solid
2020-05-24,mod_5,36206,Normal (pre-intervention),solid
2020-05-24,mod_6,4474,Cautious return,solid
2020-05-25,mod_2,41527,Soc. Dist. + Travel Ban,solid
2020-05-25,mod_4,13490,Moderate return,solid
2020-05-25,mod_5,37505,Normal (pre-intervention),solid
2020-05-25,mod_6,4809,Cautious return,solid
2020-05-26,mod_2,41803,Soc. Dist. + Travel Ban,solid
2020-05-26,mod_4,14313,Moderate return,solid
2020-05-26,mod_5,38704,Normal (pre-intervention),solid
2020-05-26,mod_6,5161,Cautious return,solid
2020-05-27,mod_2,41993,Soc. Dist. + Travel Ban,solid
2020-05-27,mod_4,15073,Moderate return,solid
2020-05-27,mod_5,39692,Normal (pre-intervention),solid
2020-05-27,mod_6,5486,Cautious return,solid
2020-05-28,mod_2,42155,Soc. Dist. + Travel Ban,solid
2020-05-28,mod_4,15826,Moderate return,solid
2020-05-28,mod_5,40523,Normal (pre-intervention),solid
2020-05-28,mod_6,5819,Cautious return,solid
2020-05-29,mod_2,42310,Soc. Dist. + Travel Ban,solid
2020-05-29,mod_4,16520,Moderate return,solid
2020-05-29,mod_5,41169,Normal (pre-intervention),solid
2020-05-29,mod_6,6159,Cautious return,solid
2020-05-30,mod_2,42370,Soc. Dist. + Travel Ban,solid
2020-05-30,mod_4,17161,Moderate return,solid
2020-05-30,mod_5,41695,Normal (pre-intervention),solid
2020-05-30,mod_6,6488,Cautious return,solid
2020-05-31,mod_2,42367,Soc. Dist. + Travel Ban,solid
2020-05-31,mod_4,17768,Moderate return,solid
2020-05-31,mod_5,42042,Normal (pre-intervention),solid
2020-05-31,mod_6,6804,Cautious return,solid
2020-06-01,mod_2,42359,Soc. Dist. + Travel Ban,solid
2020-06-01,mod_4,18356,Moderate return,solid
2020-06-01,mod_5,42334,Normal (pre-intervention),solid
2020-06-01,mod_6,7116,Cautious return,solid
2020-06-02,mod_2,42282,Soc. Dist. + Travel Ban,solid
2020-06-02,mod_4,18882,Moderate return,solid
2020-06-02,mod_5,42489,Normal (pre-intervention),solid
2020-06-02,mod_6,7412,Cautious return,solid
2020-06-03,mod_2,42157,Soc. Dist. + Travel Ban,solid
2020-06-03,mod_4,19371,Moderate return,solid
2020-06-03,mod_5,42540,Normal (pre-intervention),solid
2020-06-03,mod_6,7707,Cautious return,solid
2020-06-04,mod_2,42061,Soc. Dist. + Travel Ban,solid
2020-06-04,mod_4,19816,Moderate return,solid
2020-06-04,mod_5,42514,Normal (pre-intervention),solid
2020-06-04,mod_6,7991,Cautious return,solid
2020-06-05,mod_2,41916,Soc. Dist. + Travel Ban,solid
2020-06-05,mod_4,20241,Moderate return,solid
2020-06-05,mod_5,42433,Normal (pre-intervention),solid
2020-06-05,mod_6,8267,Cautious return,solid
2020-06-06,mod_2,41670,Soc. Dist. + Travel Ban,solid
2020-06-06,mod_4,20574,Moderate return,solid
2020-06-06,mod_5,42239,Normal (pre-intervention),solid
2020-06-06,mod_6,8532,Cautious return,solid
2020-06-07,mod_2,41506,Soc. Dist. + Travel Ban,solid
2020-06-07,mod_4,20930,Moderate return,solid
2020-06-07,mod_5,42060,Normal (pre-intervention),solid
2020-06-07,mod_6,8804,Cautious return,solid
2020-06-08,mod_2,41270,Soc. Dist. + Travel Ban,solid
2020-06-08,mod_4,21225,Moderate return,solid
2020-06-08,mod_5,41752,Normal (pre-intervention),solid
2020-06-08,mod_6,9030,Cautious return,solid
2020-06-09,mod_2,40996,Soc. Dist. + Travel Ban,solid
2020-06-09,mod_4,21474,Moderate return,solid
2020-06-09,mod_5,41401,Normal (pre-intervention),solid
2020-06-09,mod_6,9279,Cautious return,solid
2020-06-10,mod_2,40623,Soc. Dist. + Travel Ban,solid
2020-06-10,mod_4,21673,Moderate return,solid
2020-06-10,mod_5,40997,Normal (pre-intervention),solid
2020-06-10,mod_6,9520,Cautious return,solid
2020-06-11,mod_2,40332,Soc. Dist. + Travel Ban,solid
2020-06-11,mod_4,21879,Moderate return,solid
2020-06-11,mod_5,40519,Normal (pre-intervention),solid
2020-06-11,mod_6,9731,Cautious return,solid
2020-06-12,mod_2,40025,Soc. Dist. + Travel Ban,solid
2020-06-12,mod_4,22023,Moderate return,solid
2020-06-12,mod_5,40056,Normal (pre-intervention),solid
2020-06-12,mod_6,9939,Cautious return,solid
2020-06-13,mod_2,39685,Soc. Dist. + Travel Ban,solid
2020-06-13,mod_4,22148,Moderate return,solid
2020-06-13,mod_5,39488,Normal (pre-intervention),solid
2020-06-13,mod_6,10144,Cautious return,solid
2020-06-14,mod_2,39276,Soc. Dist. + Travel Ban,solid
2020-06-14,mod_4,22194,Moderate return,solid
2020-06-14,mod_5,38894,Normal (pre-intervention),solid
2020-06-14,mod_6,10343,Cautious return,solid
2020-06-15,mod_2,38953,Soc. Dist. + Travel Ban,solid
2020-06-15,mod_4,22231,Moderate return,solid
2020-06-15,mod_5,38290,Normal (pre-intervention),solid
2020-06-15,mod_6,10487,Cautious return,solid
2020-06-16,mod_2,38535,Soc. Dist. + Travel Ban,solid
2020-06-16,mod_4,22263,Moderate return,solid
2020-06-16,mod_5,37619,Normal (pre-intervention),solid
2020-06-16,mod_6,10671,Cautious return,solid
2020-06-17,mod_2,38214,Soc. Dist. + Travel Ban,solid
2020-06-17,mod_4,22225,Moderate return,solid
2020-06-17,mod_5,37008,Normal (pre-intervention),solid
2020-06-17,mod_6,10818,Cautious return,solid
2020-06-18,mod_2,37760,Soc. Dist. + Travel Ban,solid
2020-06-18,mod_4,22211,Moderate return,solid
2020-06-18,mod_5,36293,Normal (pre-intervention),solid
2020-06-18,mod_6,10981,Cautious return,solid
2020-06-19,mod_2,37398,Soc. Dist. + Travel Ban,solid
2020-06-19,mod_4,22166,Moderate return,solid
2020-06-19,mod_5,35597,Normal (pre-intervention),solid
2020-06-19,mod_6,11090,Cautious return,solid
2020-06-20,mod_2,36967,Soc. Dist. + Travel Ban,solid
2020-06-20,mod_4,22112,Moderate return,solid
2020-06-20,mod_5,34875,Normal (pre-intervention),solid
2020-06-20,mod_6,11227,Cautious return,solid
2020-06-21,mod_2,36513,Soc. Dist. + Travel Ban,solid
2020-06-21,mod_4,22020,Moderate return,solid
2020-06-21,mod_5,34158,Normal (pre-intervention),solid
2020-06-21,mod_6,11319,Cautious return,solid
2020-06-22,mod_2,36036,Soc. Dist. + Travel Ban,solid
2020-06-22,mod_4,21911,Moderate return,solid
2020-06-22,mod_5,33476,Normal (pre-intervention),solid
2020-06-22,mod_6,11405,Cautious return,solid
2020-06-23,mod_2,35617,Soc. Dist. + Travel Ban,solid
2020-06-23,mod_4,21797,Moderate return,solid
2020-06-23,mod_5,32750,Normal (pre-intervention),solid
2020-06-23,mod_6,11497,Cautious return,solid
2020-06-24,mod_2,35233,Soc. Dist. + Travel Ban,solid
2020-06-24,mod_4,21674,Moderate return,solid
2020-06-24,mod_5,32038,Normal (pre-intervention),solid
2020-06-24,mod_6,11579,Cautious return,solid
2020-06-25,mod_2,34782,Soc. Dist. + Travel Ban,solid
2020-06-25,mod_4,21521,Moderate return,solid
2020-06-25,mod_5,31338,Normal (pre-intervention),solid
2020-06-25,mod_6,11629,Cautious return,solid
2020-06-26,mod_2,34380,Soc. Dist. + Travel Ban,solid
2020-06-26,mod_4,21366,Moderate return,solid
2020-06-26,mod_5,30636,Normal (pre-intervention),solid
2020-06-26,mod_6,11670,Cautious return,solid
2020-06-27,mod_2,33907,Soc. Dist. + Travel Ban,solid
2020-06-27,mod_4,21177,Moderate return,solid
2020-06-27,mod_5,29959,Normal (pre-intervention),solid
2020-06-27,mod_6,11712,Cautious return,solid
2020-06-28,mod_2,33480,Soc. Dist. + Travel Ban,solid
2020-06-28,mod_4,20976,Moderate return,solid
2020-06-28,mod_5,29253,Normal (pre-intervention),solid
2020-06-28,mod_6,11741,Cautious return,solid
2020-06-29,mod_2,32985,Soc. Dist. + Travel Ban,solid
2020-06-29,mod_4,20788,Moderate return,solid
2020-06-29,mod_5,28544,Normal (pre-intervention),solid
2020-06-29,mod_6,11800,Cautious return,solid
2020-06-30,mod_2,32539,Soc. Dist. + Travel Ban,solid
2020-06-30,mod_4,20575,Moderate return,solid
2020-06-30,mod_5,27909,Normal (pre-intervention),solid
2020-06-30,mod_6,11804,Cautious return,solid
2020-07-01,mod_2,32063,Soc. Dist. + Travel Ban,solid
2020-07-01,mod_4,20381,Moderate return,solid
2020-07-01,mod_5,27231,Normal (pre-intervention),solid
2020-07-01,mod_6,11763,Cautious return,solid
2020-07-02,mod_2,31631,Soc. Dist. + Travel Ban,solid
2020-07-02,mod_4,20155,Moderate return,solid
2020-07-02,mod_5,26552,Normal (pre-intervention),solid
2020-07-02,mod_6,11791,Cautious return,solid
2020-07-03,mod_2,31215,Soc. Dist. + Travel Ban,solid
2020-07-03,mod_4,19946,Moderate return,solid
2020-07-03,mod_5,25922,Normal (pre-intervention),solid
2020-07-03,mod_6,11748,Cautious return,solid
2020-07-04,mod_2,30686,Soc. Dist. + Travel Ban,solid
2020-07-04,mod_4,19726,Moderate return,solid
2020-07-04,mod_5,25314,Normal (pre-intervention),solid
2020-07-04,mod_6,11765,Cautious return,solid
2020-07-05,mod_2,30257,Soc. Dist. + Travel Ban,solid
2020-07-05,mod_4,19509,Moderate return,solid
2020-07-05,mod_5,24687,Normal (pre-intervention),solid
2020-07-05,mod_6,11758,Cautious return,solid
2020-07-06,mod_2,29800,Soc. Dist. + Travel Ban,solid
2020-07-06,mod_4,19238,Moderate return,solid
2020-07-06,mod_5,24087,Normal (pre-intervention),solid
2020-07-06,mod_6,11723,Cautious return,solid
2020-07-07,mod_2,29346,Soc. Dist. + Travel Ban,solid
2020-07-07,mod_4,19030,Moderate return,solid
2020-07-07,mod_5,23509,Normal (pre-intervention),solid
2020-07-07,mod_6,11680,Cautious return,solid
2020-07-08,mod_2,28891,Soc. Dist. + Travel Ban,solid
2020-07-08,mod_4,18757,Moderate return,solid
2020-07-08,mod_5,22947,Normal (pre-intervention),solid
2020-07-08,mod_6,11638,Cautious return,solid
2020-07-09,mod_2,28497,Soc. Dist. + Travel Ban,solid
2020-07-09,mod_4,18510,Moderate return,solid
2020-07-09,mod_5,22336,Normal (pre-intervention),solid
2020-07-09,mod_6,11591,Cautious return,solid
2020-07-10,mod_2,28036,Soc. Dist. + Travel Ban,solid
2020-07-10,mod_4,18274,Moderate return,solid
2020-07-10,mod_5,21807,Normal (pre-intervention),solid
2020-07-10,mod_6,11548,Cautious return,solid
2020-07-11,mod_2,27605,Soc. Dist. + Travel Ban,solid
2020-07-11,mod_4,18042,Moderate return,solid
2020-07-11,mod_5,21264,Normal (pre-intervention),solid
2020-07-11,mod_6,11480,Cautious return,solid
2020-07-12,mod_2,27250,Soc. Dist. + Travel Ban,solid
2020-07-12,mod_4,17809,Moderate return,solid
2020-07-12,mod_5,20787,Normal (pre-intervention),solid
2020-07-12,mod_6,11428,Cautious return,solid
2020-07-13,mod_2,26729,Soc. Dist. + Travel Ban,solid
2020-07-13,mod_4,17552,Moderate return,solid
2020-07-13,mod_5,20262,Normal (pre-intervention),solid
2020-07-13,mod_6,11360,Cautious return,solid
2020-07-14,mod_2,26352,Soc. Dist. + Travel Ban,solid
2020-07-14,mod_4,17289,Moderate return,solid
2020-07-14,mod_5,19772,Normal (pre-intervention),solid
2020-07-14,mod_6,11293,Cautious return,solid
2020-07-15,mod_2,25880,Soc. Dist. + Travel Ban,solid
2020-07-15,mod_4,17039,Moderate return,solid
2020-07-15,mod_5,19348,Normal (pre-intervention),solid
2020-07-15,mod_6,11240,Cautious return,solid
2020-07-16,mod_2,25515,Soc. Dist. + Travel Ban,solid
2020-07-16,mod_4,16794,Moderate return,solid
2020-07-16,mod_5,18883,Normal (pre-intervention),solid
2020-07-16,mod_6,11159,Cautious return,solid
2020-07-17,mod_2,25125,Soc. Dist. + Travel Ban,solid
2020-07-17,mod_4,16566,Moderate return,solid
2020-07-17,mod_5,18447,Normal (pre-intervention),solid
2020-07-17,mod_6,11096,Cautious return,solid
2020-07-18,mod_2,24690,Soc. Dist. + Travel Ban,solid
2020-07-18,mod_4,16306,Moderate return,solid
2020-07-18,mod_5,18001,Normal (pre-intervention),solid
2020-07-18,mod_6,10997,Cautious return,solid
2020-07-19,mod_2,24358,Soc. Dist. + Travel Ban,solid
2020-07-19,mod_4,16062,Moderate return,solid
2020-07-19,mod_5,17575,Normal (pre-intervention),solid
2020-07-19,mod_6,10880,Cautious return,solid
2020-07-20,mod_2,23953,Soc. Dist. + Travel Ban,solid
2020-07-20,mod_4,15866,Moderate return,solid
2020-07-20,mod_5,17180,Normal (pre-intervention),solid
2020-07-20,mod_6,10840,Cautious return,solid
2020-07-21,mod_2,23541,Soc. Dist. + Travel Ban,solid
2020-07-21,mod_4,15595,Moderate return,solid
2020-07-21,mod_5,16800,Normal (pre-intervention),solid
2020-07-21,mod_6,10745,Cautious return,solid
2020-07-22,mod_2,23176,Soc. Dist. + Travel Ban,solid
2020-07-22,mod_4,15361,Moderate return,solid
2020-07-22,mod_5,16384,Normal (pre-intervention),solid
2020-07-22,mod_6,10603,Cautious return,solid
2020-07-23,mod_2,22810,Soc. Dist. + Travel Ban,solid
2020-07-23,mod_4,15112,Moderate return,solid
2020-07-23,mod_5,15997,Normal (pre-intervention),solid
2020-07-23,mod_6,10561,Cautious return,solid
2020-07-24,mod_2,22427,Soc. Dist. + Travel Ban,solid
2020-07-24,mod_4,14914,Moderate return,solid
2020-07-24,mod_5,15660,Normal (pre-intervention),solid
2020-07-24,mod_6,10472,Cautious return,solid
2020-07-25,mod_2,22068,Soc. Dist. + Travel Ban,solid
2020-07-25,mod_4,14692,Moderate return,solid
2020-07-25,mod_5,15339,Normal (pre-intervention),solid
2020-07-25,mod_6,10360,Cautious return,solid
2020-07-26,mod_2,21731,Soc. Dist. + Travel Ban,solid
2020-07-26,mod_4,14442,Moderate return,solid
2020-07-26,mod_5,14983,Normal (pre-intervention),solid
2020-07-26,mod_6,10265,Cautious return,solid
2020-07-27,mod_2,21376,Soc. Dist. + Travel Ban,solid
2020-07-27,mod_4,14215,Moderate return,solid
2020-07-27,mod_5,14671,Normal (pre-intervention),solid
2020-07-27,mod_6,10148,Cautious return,solid
2020-07-28,mod_2,21017,Soc. Dist. + Travel Ban,solid
2020-07-28,mod_4,13988,Moderate return,solid
2020-07-28,mod_5,14300,Normal (pre-intervention),solid
2020-07-28,mod_6,10092,Cautious return,solid
2020-07-29,mod_2,20704,Soc. Dist. + Travel Ban,solid
2020-07-29,mod_4,13760,Moderate return,solid
2020-07-29,mod_5,14062,Normal (pre-intervention),solid
2020-07-29,mod_6,9998,Cautious return,solid
2020-07-30,mod_2,20373,Soc. Dist. + Travel Ban,solid
2020-07-30,mod_4,13556,Moderate return,solid
2020-07-30,mod_5,13711,Normal (pre-intervention),solid
2020-07-30,mod_6,9866,Cautious return,solid
2020-07-31,mod_2,20039,Soc. Dist. + Travel Ban,solid
2020-07-31,mod_4,13318,Moderate return,solid
2020-07-31,mod_5,13442,Normal (pre-intervention),solid
2020-07-31,mod_6,9755,Cautious return,solid
2020-08-01,mod_2,19689,Soc. Dist. + Travel Ban,solid
2020-08-01,mod_4,13143,Moderate return,solid
2020-08-01,mod_5,13095,Normal (pre-intervention),solid
2020-08-01,mod_6,9648,Cautious return,solid
2020-08-02,mod_2,19407,Soc. Dist. + Travel Ban,solid
2020-08-02,mod_4,12923,Moderate return,solid
2020-08-02,mod_5,12843,Normal (pre-intervention),solid
2020-08-02,mod_6,9557,Cautious return,solid
2020-08-03,mod_2,19112,Soc. Dist. + Travel Ban,solid
2020-08-03,mod_4,12664,Moderate return,solid
2020-08-03,mod_5,12604,Normal (pre-intervention),solid
2020-08-03,mod_6,9482,Cautious return,solid
2020-08-04,mod_2,18813,Soc. Dist. + Travel Ban,solid
2020-08-04,mod_4,12467,Moderate return,solid
2020-08-04,mod_5,12299,Normal (pre-intervention),solid
2020-08-04,mod_6,9382,Cautious return,solid
2020-08-05,mod_2,18480,Soc. Dist. + Travel Ban,solid
2020-08-05,mod_4,12294,Moderate return,solid
2020-08-05,mod_5,12073,Normal (pre-intervention),solid
2020-08-05,mod_6,9264,Cautious return,solid
2020-08-06,mod_2,18210,Soc. Dist. + Travel Ban,solid
2020-08-06,mod_4,12081,Moderate return,solid
2020-08-06,mod_5,11759,Normal (pre-intervention),solid
2020-08-06,mod_6,9178,Cautious return,solid
2020-08-07,mod_2,17882,Soc. Dist. + Travel Ban,solid
2020-08-07,mod_4,11897,Moderate return,solid
2020-08-07,mod_5,11551,Normal (pre-intervention),solid
2020-08-07,mod_6,9074,Cautious return,solid
2020-08-08,mod_2,17595,Soc. Dist. + Travel Ban,solid
2020-08-08,mod_4,11696,Moderate return,solid
2020-08-08,mod_5,11260,Normal (pre-intervention),solid
2020-08-08,mod_6,8966,Cautious return,solid
2020-08-09,mod_2,17347,Soc. Dist. + Travel Ban,solid
2020-08-09,mod_4,11462,Moderate return,solid
2020-08-09,mod_5,11032,Normal (pre-intervention),solid
2020-08-09,mod_6,8861,Cautious return,solid
2020-08-10,mod_2,17092,Soc. Dist. + Travel Ban,solid
2020-08-10,mod_4,11278,Moderate return,solid
2020-08-10,mod_5,10826,Normal (pre-intervention),solid
2020-08-10,mod_6,8767,Cautious return,solid
2020-08-11,mod_2,16780,Soc. Dist. + Travel Ban,solid
2020-08-11,mod_4,11112,Moderate return,solid
2020-08-11,mod_5,10557,Normal (pre-intervention),solid
2020-08-11,mod_6,8668,Cautious return,solid
2020-08-12,mod_2,16546,Soc. Dist. + Travel Ban,solid
2020-08-12,mod_4,10925,Moderate return,solid
2020-08-12,mod_5,10378,Normal (pre-intervention),solid
2020-08-12,mod_6,8556,Cautious return,solid
2020-08-13,mod_2,16236,Soc. Dist. + Travel Ban,solid
2020-08-13,mod_4,10768,Moderate return,solid
2020-08-13,mod_5,10174,Normal (pre-intervention),solid
2020-08-13,mod_6,8473,Cautious return,solid
2020-08-14,mod_2,15992,Soc. Dist. + Travel Ban,solid
2020-08-14,mod_4,10562,Moderate return,solid
2020-08-14,mod_5,9940,Normal (pre-intervention),solid
2020-08-14,mod_6,8345,Cautious return,solid
2020-08-15,mod_2,15747,Soc. Dist. + Travel Ban,solid
2020-08-15,mod_4,10377,Moderate return,solid
2020-08-15,mod_5,9687,Normal (pre-intervention),solid
2020-08-15,mod_6,8265,Cautious return,solid
2020-08-16,mod_2,15503,Soc. Dist. + Travel Ban,solid
2020-08-16,mod_4,10237,Moderate return,solid
2020-08-16,mod_5,9531,Normal (pre-intervention),solid
2020-08-16,mod_6,8174,Cautious return,solid
2020-08-17,mod_2,15243,Soc. Dist. + Travel Ban,solid
2020-08-17,mod_4,10039,Moderate return,solid
2020-08-17,mod_5,9355,Normal (pre-intervention),solid
2020-08-17,mod_6,8064,Cautious return,solid
2020-08-18,mod_2,15066,Soc. Dist. + Travel Ban,solid
2020-08-18,mod_4,9860,Moderate return,solid
2020-08-18,mod_5,9164,Normal (pre-intervention),solid
2020-08-18,mod_6,7988,Cautious return,solid
2020-08-19,mod_2,14871,Soc. Dist. + Travel Ban,solid
