Dates,variable,value,color,type
2020-04-26,mod_5,3877,Normal (pre-intervention),solid
2020-04-26,mod_6,3885,Cautious return,solid
2020-04-27,mod_2,65155,Soc. Dist. + Travel Ban,solid
2020-04-27,mod_4,4029,Moderate return,solid
2020-04-27,mod_5,4093,Normal (pre-intervention),solid
2020-04-27,mod_6,4054,Cautious return,solid
2020-04-28,mod_2,76772,Soc. Dist. + Travel Ban,solid
2020-04-28,mod_4,4231,Moderate return,solid
2020-04-28,mod_5,4356,Normal (pre-intervention),solid
2020-04-28,mod_6,4237,Cautious return,solid
2020-04-29,mod_2,89820,Soc. Dist. + Travel Ban,solid
2020-04-29,mod_4,4461,Moderate return,solid
2020-04-29,mod_5,4675,Normal (pre-intervention),solid
2020-04-29,mod_6,4444,Cautious return,solid
2020-04-30,mod_2,104358,Soc. Dist. + Travel Ban,solid
2020-04-30,mod_4,4730,Moderate return,solid
2020-04-30,mod_5,5074,Normal (pre-intervention),solid
2020-04-30,mod_6,4674,Cautious return,solid
2020-05-01,mod_2,120454,Soc. Dist. + Travel Ban,solid
2020-05-01,mod_4,5041,Moderate return,solid
2020-05-01,mod_5,5579,Normal (pre-intervention),solid
2020-05-01,mod_6,4932,Cautious return,solid
2020-05-02,mod_2,138129,Soc. Dist. + Travel Ban,solid
2020-05-02,mod_4,5407,Moderate return,solid
2020-05-02,mod_5,6221,Normal (pre-intervention),solid
2020-05-02,mod_6,5219,Cautious return,solid
2020-05-03,mod_2,157370,Soc. Dist. + Travel Ban,solid
2020-05-03,mod_4,5846,Moderate return,solid
2020-05-03,mod_5,7046,Normal (pre-intervention),solid
2020-05-03,mod_6,5541,Cautious return,solid
2020-05-04,mod_2,178207,Soc. Dist. + Travel Ban,solid
2020-05-04,mod_4,6365,Moderate return,solid
2020-05-04,mod_5,8119,Normal (pre-intervention),solid
2020-05-04,mod_6,5916,Cautious return,solid
2020-05-05,mod_2,200598,Soc. Dist. + Travel Ban,solid
2020-05-05,mod_4,6997,Moderate return,solid
2020-05-05,mod_5,9518,Normal (pre-intervention),solid
2020-05-05,mod_6,6347,Cautious return,solid
2020-05-06,mod_2,224522,Soc. Dist. + Travel Ban,solid
2020-05-06,mod_4,7768,Moderate return,solid
2020-05-06,mod_5,11346,Normal (pre-intervention),solid
2020-05-06,mod_6,6847,Cautious return,solid
2020-05-07,mod_2,249963,Soc. Dist. + Travel Ban,solid
2020-05-07,mod_4,8706,Moderate return,solid
2020-05-07,mod_5,13752,Normal (pre-intervention),solid
2020-05-07,mod_6,7420,Cautious return,solid
2020-05-08,mod_2,276858,Soc. Dist. + Travel Ban,solid
2020-05-08,mod_4,9866,Moderate return,solid
2020-05-08,mod_5,16920,Normal (pre-intervention),solid
2020-05-08,mod_6,8093,Cautious return,solid
2020-05-09,mod_2,305114,Soc. Dist. + Travel Ban,solid
2020-05-09,mod_4,11291,Moderate return,solid
2020-05-09,mod_5,21079,Normal (pre-intervention),solid
2020-05-09,mod_6,8877,Cautious return,solid
2020-05-10,mod_2,334695,Soc. Dist. + Travel Ban,solid
2020-05-10,mod_4,13050,Moderate return,solid
2020-05-10,mod_5,26521,Normal (pre-intervention),solid
2020-05-10,mod_6,9779,Cautious return,solid
2020-05-11,mod_2,365547,Soc. Dist. + Travel Ban,solid
2020-05-11,mod_4,15220,Moderate return,solid
2020-05-11,mod_5,33553,Normal (pre-intervention),solid
2020-05-11,mod_6,10833,Cautious return,solid
2020-05-12,mod_2,397591,Soc. Dist. + Travel Ban,solid
2020-05-12,mod_4,17883,Moderate return,solid
2020-05-12,mod_5,42557,Normal (pre-intervention),solid
2020-05-12,mod_6,12061,Cautious return,solid
2020-05-13,mod_2,430748,Soc. Dist. + Travel Ban,solid
2020-05-13,mod_4,21139,Moderate return,solid
2020-05-13,mod_5,53946,Normal (pre-intervention),solid
2020-05-13,mod_6,13474,Cautious return,solid
2020-05-14,mod_2,464928,Soc. Dist. + Travel Ban,solid
2020-05-14,mod_4,24996,Moderate return,solid
2020-05-14,mod_5,67683,Normal (pre-intervention),solid
2020-05-14,mod_6,15087,Cautious return,solid
2020-05-15,mod_2,500081,Soc. Dist. + Travel Ban,solid
2020-05-15,mod_4,29509,Moderate return,solid
2020-05-15,mod_5,83893,Normal (pre-intervention),solid
2020-05-15,mod_6,16908,Cautious return,solid
2020-05-16,mod_2,536071,Soc. Dist. + Travel Ban,solid
2020-05-16,mod_4,34734,Moderate return,solid
2020-05-16,mod_5,102648,Normal (pre-intervention),solid
2020-05-16,mod_6,18954,Cautious return,solid
2020-05-17,mod_2,572901,Soc. Dist. + Travel Ban,solid
2020-05-17,mod_4,40703,Moderate return,solid
2020-05-17,mod_5,123970,Normal (pre-intervention),solid
2020-05-17,mod_6,21243,Cautious return,solid
2020-05-18,mod_2,610484,Soc. Dist. + Travel Ban,solid
2020-05-18,mod_4,47473,Moderate return,solid
2020-05-18,mod_5,147830,Normal (pre-intervention),solid
2020-05-18,mod_6,23785,Cautious return,solid
2020-05-19,mod_2,648725,Soc. Dist. + Travel Ban,solid
2020-05-19,mod_4,55068,Moderate return,solid
2020-05-19,mod_5,174172,Normal (pre-intervention),solid
2020-05-19,mod_6,26594,Cautious return,solid
2020-05-20,mod_2,687542,Soc. Dist. + Travel Ban,solid
2020-05-20,mod_4,63505,Moderate return,solid
2020-05-20,mod_5,202896,Normal (pre-intervention),solid
2020-05-20,mod_6,29680,Cautious return,solid
2020-05-21,mod_2,726921,Soc. Dist. + Travel Ban,solid
2020-05-21,mod_4,72826,Moderate return,solid
2020-05-21,mod_5,233907,Normal (pre-intervention),solid
2020-05-21,mod_6,33059,Cautious return,solid
2020-05-22,mod_2,766689,Soc. Dist. + Travel Ban,solid
2020-05-22,mod_4,83027,Moderate return,solid
2020-05-22,mod_5,267051,Normal (pre-intervention),solid
2020-05-22,mod_6,36741,Cautious return,solid
2020-05-23,mod_2,806869,Soc. Dist. + Travel Ban,solid
2020-05-23,mod_4,94161,Moderate return,solid
2020-05-23,mod_5,302130,Normal (pre-intervention),solid
2020-05-23,mod_6,40739,Cautious return,solid
2020-05-24,mod_2,847445,Soc. Dist. + Travel Ban,solid
2020-05-24,mod_4,106211,Moderate return,solid
2020-05-24,mod_5,338972,Normal (pre-intervention),solid
2020-05-24,mod_6,45038,Cautious return,solid
2020-05-25,mod_2,888288,Soc. Dist. + Travel Ban,solid
2020-05-25,mod_4,119167,Moderate return,solid
2020-05-25,mod_5,377305,Normal (pre-intervention),solid
2020-05-25,mod_6,49660,Cautious return,solid
2020-05-26,mod_2,929381,Soc. Dist. + Travel Ban,solid
2020-05-26,mod_4,133014,Moderate return,solid
2020-05-26,mod_5,416932,Normal (pre-intervention),solid
2020-05-26,mod_6,54600,Cautious return,solid
2020-05-27,mod_2,970707,Soc. Dist. + Travel Ban,solid
2020-05-27,mod_4,147748,Moderate return,solid
2020-05-27,mod_5,457605,Normal (pre-intervention),solid
2020-05-27,mod_6,59868,Cautious return,solid
2020-05-28,mod_2,1012162,Soc. Dist. + Travel Ban,solid
2020-05-28,mod_4,163320,Moderate return,solid
2020-05-28,mod_5,499117,Normal (pre-intervention),solid
2020-05-28,mod_6,65453,Cautious return,solid
2020-05-29,mod_2,1053699,Soc. Dist. + Travel Ban,solid
2020-05-29,mod_4,179665,Moderate return,solid
2020-05-29,mod_5,541291,Normal (pre-intervention),solid
2020-05-29,mod_6,71368,Cautious return,solid
2020-05-30,mod_2,1095265,Soc. Dist. + Travel Ban,solid
2020-05-30,mod_4,196739,Moderate return,solid
2020-05-30,mod_5,583978,Normal (pre-intervention),solid
2020-05-30,mod_6,77605,Cautious return,solid
2020-05-31,mod_2,1136875,Soc. Dist. + Travel Ban,solid
2020-05-31,mod_4,214484,Moderate return,solid
2020-05-31,mod_5,627040,Normal (pre-intervention),solid
2020-05-31,mod_6,84174,Cautious return,solid
2020-06-01,mod_2,1178438,Soc. Dist. + Travel Ban,solid
2020-06-01,mod_4,232849,Moderate return,solid
2020-06-01,mod_5,670332,Normal (pre-intervention),solid
2020-06-01,mod_6,91051,Cautious return,solid
2020-06-02,mod_2,1219918,Soc. Dist. + Travel Ban,solid
2020-06-02,mod_4,251804,Moderate return,solid
2020-06-02,mod_5,713725,Normal (pre-intervention),solid
2020-06-02,mod_6,98247,Cautious return,solid
2020-06-03,mod_2,1261331,Soc. Dist. + Travel Ban,solid
2020-06-03,mod_4,271294,Moderate return,solid
2020-06-03,mod_5,757109,Normal (pre-intervention),solid
2020-06-03,mod_6,105768,Cautious return,solid
2020-06-04,mod_2,1302596,Soc. Dist. + Travel Ban,solid
2020-06-04,mod_4,291271,Moderate return,solid
2020-06-04,mod_5,800371,Normal (pre-intervention),solid
2020-06-04,mod_6,113588,Cautious return,solid
2020-06-05,mod_2,1343753,Soc. Dist. + Travel Ban,solid
2020-06-05,mod_4,311663,Moderate return,solid
2020-06-05,mod_5,843420,Normal (pre-intervention),solid
2020-06-05,mod_6,121704,Cautious return,solid
2020-06-06,mod_2,1384646,Soc. Dist. + Travel Ban,solid
2020-06-06,mod_4,332460,Moderate return,solid
2020-06-06,mod_5,886203,Normal (pre-intervention),solid
2020-06-06,mod_6,130117,Cautious return,solid
2020-06-07,mod_2,1425369,Soc. Dist. + Travel Ban,solid
2020-06-07,mod_4,353604,Moderate return,solid
2020-06-07,mod_5,928570,Normal (pre-intervention),solid
2020-06-07,mod_6,138812,Cautious return,solid
2020-06-08,mod_2,1465846,Soc. Dist. + Travel Ban,solid
2020-06-08,mod_4,375043,Moderate return,solid
2020-06-08,mod_5,970510,Normal (pre-intervention),solid
2020-06-08,mod_6,147782,Cautious return,solid
2020-06-09,mod_2,1506021,Soc. Dist. + Travel Ban,solid
2020-06-09,mod_4,396761,Moderate return,solid
2020-06-09,mod_5,1011935,Normal (pre-intervention),solid
2020-06-09,mod_6,157011,Cautious return,solid
2020-06-10,mod_2,1545939,Soc. Dist. + Travel Ban,solid
2020-06-10,mod_4,418699,Moderate return,solid
2020-06-10,mod_5,1052831,Normal (pre-intervention),solid
2020-06-10,mod_6,166487,Cautious return,solid
2020-06-11,mod_2,1585569,Soc. Dist. + Travel Ban,solid
2020-06-11,mod_4,440815,Moderate return,solid
2020-06-11,mod_5,1093114,Normal (pre-intervention),solid
2020-06-11,mod_6,176194,Cautious return,solid
2020-06-12,mod_2,1624879,Soc. Dist. + Travel Ban,solid
2020-06-12,mod_4,463072,Moderate return,solid
2020-06-12,mod_5,1132814,Normal (pre-intervention),solid
2020-06-12,mod_6,186126,Cautious return,solid
2020-06-13,mod_2,1663898,Soc. Dist. + Travel Ban,solid
2020-06-13,mod_4,485466,Moderate return,solid
2020-06-13,mod_5,1171867,Normal (pre-intervention),solid
2020-06-13,mod_6,196293,Cautious return,solid
2020-06-14,mod_2,1702550,Soc. Dist. + Travel Ban,solid
2020-06-14,mod_4,507943,Moderate return,solid
2020-06-14,mod_5,1210289,Normal (pre-intervention),solid
2020-06-14,mod_6,206645,Cautious return,solid
2020-06-15,mod_2,1740866,Soc. Dist. + Travel Ban,solid
2020-06-15,mod_4,530485,Moderate return,solid
2020-06-15,mod_5,1248017,Normal (pre-intervention),solid
2020-06-15,mod_6,217180,Cautious return,solid
2020-06-16,mod_2,1778754,Soc. Dist. + Travel Ban,solid
2020-06-16,mod_4,553024,Moderate return,solid
2020-06-16,mod_5,1285047,Normal (pre-intervention),solid
2020-06-16,mod_6,227883,Cautious return,solid
2020-06-17,mod_2,1816249,Soc. Dist. + Travel Ban,solid
2020-06-17,mod_4,575604,Moderate return,solid
2020-06-17,mod_5,1321377,Normal (pre-intervention),solid
2020-06-17,mod_6,238729,Cautious return,solid
2020-06-18,mod_2,1853346,Soc. Dist. + Travel Ban,solid
2020-06-18,mod_4,598151,Moderate return,solid
2020-06-18,mod_5,1356992,Normal (pre-intervention),solid
2020-06-18,mod_6,249750,Cautious return,solid
2020-06-19,mod_2,1890080,Soc. Dist. + Travel Ban,solid
2020-06-19,mod_4,620644,Moderate return,solid
2020-06-19,mod_5,1391892,Normal (pre-intervention),solid
2020-06-19,mod_6,260908,Cautious return,solid
2020-06-20,mod_2,1926382,Soc. Dist. + Travel Ban,solid
2020-06-20,mod_4,643090,Moderate return,solid
2020-06-20,mod_5,1426071,Normal (pre-intervention),solid
2020-06-20,mod_6,272167,Cautious return,solid
2020-06-21,mod_2,1962266,Soc. Dist. + Travel Ban,solid
2020-06-21,mod_4,665461,Moderate return,solid
2020-06-21,mod_5,1459513,Normal (pre-intervention),solid
2020-06-21,mod_6,283545,Cautious return,solid
2020-06-22,mod_2,1997775,Soc. Dist. + Travel Ban,solid
2020-06-22,mod_4,687724,Moderate return,solid
2020-06-22,mod_5,1492284,Normal (pre-intervention),solid
2020-06-22,mod_6,295007,Cautious return,solid
2020-06-23,mod_2,2032820,Soc. Dist. + Travel Ban,solid
2020-06-23,mod_4,709855,Moderate return,solid
2020-06-23,mod_5,1524336,Normal (pre-intervention),solid
2020-06-23,mod_6,306545,Cautious return,solid
2020-06-24,mod_2,2067421,Soc. Dist. + Travel Ban,solid
2020-06-24,mod_4,731846,Moderate return,solid
2020-06-24,mod_5,1555712,Normal (pre-intervention),solid
2020-06-24,mod_6,318145,Cautious return,solid
2020-06-25,mod_2,2101578,Soc. Dist. + Travel Ban,solid
2020-06-25,mod_4,753643,Moderate return,solid
2020-06-25,mod_5,1586405,Normal (pre-intervention),solid
2020-06-25,mod_6,329814,Cautious return,solid
2020-06-26,mod_2,2135311,Soc. Dist. + Travel Ban,solid
2020-06-26,mod_4,775250,Moderate return,solid
2020-06-26,mod_5,1616476,Normal (pre-intervention),solid
2020-06-26,mod_6,341519,Cautious return,solid
2020-06-27,mod_2,2168655,Soc. Dist. + Travel Ban,solid
2020-06-27,mod_4,796684,Moderate return,solid
2020-06-27,mod_5,1645858,Normal (pre-intervention),solid
2020-06-27,mod_6,353263,Cautious return,solid
2020-06-28,mod_2,2201526,Soc. Dist. + Travel Ban,solid
2020-06-28,mod_4,817915,Moderate return,solid
2020-06-28,mod_5,1674572,Normal (pre-intervention),solid
2020-06-28,mod_6,365024,Cautious return,solid
2020-06-29,mod_2,2233951,Soc. Dist. + Travel Ban,solid
2020-06-29,mod_4,838955,Moderate return,solid
2020-06-29,mod_5,1702664,Normal (pre-intervention),solid
2020-06-29,mod_6,376809,Cautious return,solid
2020-06-30,mod_2,2265915,Soc. Dist. + Travel Ban,solid
2020-06-30,mod_4,859792,Moderate return,solid
2020-06-30,mod_5,1730138,Normal (pre-intervention),solid
2020-06-30,mod_6,388642,Cautious return,solid
2020-07-01,mod_2,2297438,Soc. Dist. + Travel Ban,solid
2020-07-01,mod_4,880407,Moderate return,solid
2020-07-01,mod_5,1756978,Normal (pre-intervention),solid
2020-07-01,mod_6,400456,Cautious return,solid
2020-07-02,mod_2,2328485,Soc. Dist. + Travel Ban,solid
2020-07-02,mod_4,900775,Moderate return,solid
2020-07-02,mod_5,1783238,Normal (pre-intervention),solid
2020-07-02,mod_6,412281,Cautious return,solid
2020-07-03,mod_2,2359093,Soc. Dist. + Travel Ban,solid
2020-07-03,mod_4,920939,Moderate return,solid
2020-07-03,mod_5,1808891,Normal (pre-intervention),solid
2020-07-03,mod_6,424097,Cautious return,solid
2020-07-04,mod_2,2389345,Soc. Dist. + Travel Ban,solid
2020-07-04,mod_4,940860,Moderate return,solid
2020-07-04,mod_5,1833905,Normal (pre-intervention),solid
2020-07-04,mod_6,435886,Cautious return,solid
2020-07-05,mod_2,2419118,Soc. Dist. + Travel Ban,solid
2020-07-05,mod_4,960489,Moderate return,solid
2020-07-05,mod_5,1858393,Normal (pre-intervention),solid
2020-07-05,mod_6,447635,Cautious return,solid
2020-07-06,mod_2,2448392,Soc. Dist. + Travel Ban,solid
2020-07-06,mod_4,979909,Moderate return,solid
2020-07-06,mod_5,1882301,Normal (pre-intervention),solid
2020-07-06,mod_6,459390,Cautious return,solid
2020-07-07,mod_2,2477269,Soc. Dist. + Travel Ban,solid
2020-07-07,mod_4,999041,Moderate return,solid
2020-07-07,mod_5,1905620,Normal (pre-intervention),solid
2020-07-07,mod_6,471095,Cautious return,solid
2020-07-08,mod_2,2505721,Soc. Dist. + Travel Ban,solid
2020-07-08,mod_4,1017910,Moderate return,solid
2020-07-08,mod_5,1928405,Normal (pre-intervention),solid
2020-07-08,mod_6,482804,Cautious return,solid
2020-07-09,mod_2,2533747,Soc. Dist. + Travel Ban,solid
2020-07-09,mod_4,1036542,Moderate return,solid
2020-07-09,mod_5,1950677,Normal (pre-intervention),solid
2020-07-09,mod_6,494424,Cautious return,solid
2020-07-10,mod_2,2561375,Soc. Dist. + Travel Ban,solid
2020-07-10,mod_4,1054882,Moderate return,solid
2020-07-10,mod_5,1972387,Normal (pre-intervention),solid
2020-07-10,mod_6,506013,Cautious return,solid
2020-07-11,mod_2,2588543,Soc. Dist. + Travel Ban,solid
2020-07-11,mod_4,1072962,Moderate return,solid
2020-07-11,mod_5,1993594,Normal (pre-intervention),solid
2020-07-11,mod_6,517540,Cautious return,solid
2020-07-12,mod_2,2615317,Soc. Dist. + Travel Ban,solid
2020-07-12,mod_4,1090755,Moderate return,solid
2020-07-12,mod_5,2014271,Normal (pre-intervention),solid
2020-07-12,mod_6,529014,Cautious return,solid
2020-07-13,mod_2,2641641,Soc. Dist. + Travel Ban,solid
2020-07-13,mod_4,1108277,Moderate return,solid
2020-07-13,mod_5,2034470,Normal (pre-intervention),solid
2020-07-13,mod_6,540450,Cautious return,solid
2020-07-14,mod_2,2667564,Soc. Dist. + Travel Ban,solid
2020-07-14,mod_4,1125548,Moderate return,solid
2020-07-14,mod_5,2054176,Normal (pre-intervention),solid
2020-07-14,mod_6,551817,Cautious return,solid
2020-07-15,mod_2,2693084,Soc. Dist. + Travel Ban,solid
2020-07-15,mod_4,1142529,Moderate return,solid
2020-07-15,mod_5,2073443,Normal (pre-intervention),solid
2020-07-15,mod_6,563101,Cautious return,solid
2020-07-16,mod_2,2718193,Soc. Dist. + Travel Ban,solid
2020-07-16,mod_4,1159268,Moderate return,solid
2020-07-16,mod_5,2092247,Normal (pre-intervention),solid
2020-07-16,mod_6,574335,Cautious return,solid
2020-07-17,mod_2,2742956,Soc. Dist. + Travel Ban,solid
2020-07-17,mod_4,1175751,Moderate return,solid
2020-07-17,mod_5,2110641,Normal (pre-intervention),solid
2020-07-17,mod_6,585451,Cautious return,solid
2020-07-18,mod_2,2767388,Soc. Dist. + Travel Ban,solid
2020-07-18,mod_4,1191947,Moderate return,solid
2020-07-18,mod_5,2128603,Normal (pre-intervention),solid
2020-07-18,mod_6,596509,Cautious return,solid
2020-07-19,mod_2,2791389,Soc. Dist. + Travel Ban,solid
2020-07-19,mod_4,1207903,Moderate return,solid
2020-07-19,mod_5,2146130,Normal (pre-intervention),solid
2020-07-19,mod_6,607503,Cautious return,solid
2020-07-20,mod_2,2815023,Soc. Dist. + Travel Ban,solid
2020-07-20,mod_4,1223590,Moderate return,solid
2020-07-20,mod_5,2163240,Normal (pre-intervention),solid
2020-07-20,mod_6,618411,Cautious return,solid
2020-07-21,mod_2,2838277,Soc. Dist. + Travel Ban,solid
2020-07-21,mod_4,1239004,Moderate return,solid
2020-07-21,mod_5,2179959,Normal (pre-intervention),solid
2020-07-21,mod_6,629198,Cautious return,solid
2020-07-22,mod_2,2861188,Soc. Dist. + Travel Ban,solid
2020-07-22,mod_4,1254193,Moderate return,solid
2020-07-22,mod_5,2196279,Normal (pre-intervention),solid
2020-07-22,mod_6,639899,Cautious return,solid
2020-07-23,mod_2,2883713,Soc. Dist. + Travel Ban,solid
2020-07-23,mod_4,1269118,Moderate return,solid
2020-07-23,mod_5,2212218,Normal (pre-intervention),solid
2020-07-23,mod_6,650578,Cautious return,solid
2020-07-24,mod_2,2905900,Soc. Dist. + Travel Ban,solid
2020-07-24,mod_4,1283814,Moderate return,solid
2020-07-24,mod_5,2227785,Normal (pre-intervention),solid
2020-07-24,mod_6,661103,Cautious return,solid
2020-07-25,mod_2,2927767,Soc. Dist. + Travel Ban,solid
2020-07-25,mod_4,1298240,Moderate return,solid
2020-07-25,mod_5,2242982,Normal (pre-intervention),solid
2020-07-25,mod_6,671586,Cautious return,solid
2020-07-26,mod_2,2949210,Soc. Dist. + Travel Ban,solid
2020-07-26,mod_4,1312435,Moderate return,solid
2020-07-26,mod_5,2257797,Normal (pre-intervention),solid
2020-07-26,mod_6,681946,Cautious return,solid
2020-07-27,mod_2,2970326,Soc. Dist. + Travel Ban,solid
2020-07-27,mod_4,1326372,Moderate return,solid
2020-07-27,mod_5,2272331,Normal (pre-intervention),solid
2020-07-27,mod_6,692210,Cautious return,solid
2020-07-28,mod_2,2991168,Soc. Dist. + Travel Ban,solid
2020-07-28,mod_4,1340091,Moderate return,solid
2020-07-28,mod_5,2286531,Normal (pre-intervention),solid
2020-07-28,mod_6,702349,Cautious return,solid
2020-07-29,mod_2,3011704,Soc. Dist. + Travel Ban,solid
2020-07-29,mod_4,1353588,Moderate return,solid
2020-07-29,mod_5,2300370,Normal (pre-intervention),solid
2020-07-29,mod_6,712392,Cautious return,solid
2020-07-30,mod_2,3031876,Soc. Dist. + Travel Ban,solid
2020-07-30,mod_4,1366804,Moderate return,solid
2020-07-30,mod_5,2313923,Normal (pre-intervention),solid
2020-07-30,mod_6,722356,Cautious return,solid
2020-07-31,mod_2,3051747,Soc. Dist. + Travel Ban,solid
2020-07-31,mod_4,1379816,Moderate return,solid
2020-07-31,mod_5,2327171,Normal (pre-intervention),solid
2020-07-31,mod_6,732200,Cautious return,solid
2020-08-01,mod_2,3071268,Soc. Dist. + Travel Ban,solid
2020-08-01,mod_4,1392636,Moderate return,solid
2020-08-01,mod_5,2340125,Normal (pre-intervention),solid
2020-08-01,mod_6,741945,Cautious return,solid
2020-08-02,mod_2,3090528,Soc. Dist. + Travel Ban,solid
2020-08-02,mod_4,1405216,Moderate return,solid
2020-08-02,mod_5,2352777,Normal (pre-intervention),solid
2020-08-02,mod_6,751575,Cautious return,solid
2020-08-03,mod_2,3109452,Soc. Dist. + Travel Ban,solid
2020-08-03,mod_4,1417621,Moderate return,solid
2020-08-03,mod_5,2365160,Normal (pre-intervention),solid
2020-08-03,mod_6,761112,Cautious return,solid
2020-08-04,mod_2,3128076,Soc. Dist. + Travel Ban,solid
2020-08-04,mod_4,1429795,Moderate return,solid
2020-08-04,mod_5,2377257,Normal (pre-intervention),solid
2020-08-04,mod_6,770553,Cautious return,solid
2020-08-05,mod_2,3146452,Soc. Dist. + Travel Ban,solid
2020-08-05,mod_4,1441745,Moderate return,solid
2020-08-05,mod_5,2389107,Normal (pre-intervention),solid
2020-08-05,mod_6,779884,Cautious return,solid
2020-08-06,mod_2,3164478,Soc. Dist. + Travel Ban,solid
2020-08-06,mod_4,1453485,Moderate return,solid
2020-08-06,mod_5,2400701,Normal (pre-intervention),solid
2020-08-06,mod_6,789104,Cautious return,solid
2020-08-07,mod_2,3182210,Soc. Dist. + Travel Ban,solid
2020-08-07,mod_4,1465069,Moderate return,solid
2020-08-07,mod_5,2412035,Normal (pre-intervention),solid
2020-08-07,mod_6,798231,Cautious return,solid
2020-08-08,mod_2,3199707,Soc. Dist. + Travel Ban,solid
2020-08-08,mod_4,1476423,Moderate return,solid
2020-08-08,mod_5,2423103,Normal (pre-intervention),solid
2020-08-08,mod_6,807255,Cautious return,solid
2020-08-09,mod_2,3216880,Soc. Dist. + Travel Ban,solid
2020-08-09,mod_4,1487552,Moderate return,solid
2020-08-09,mod_5,2433977,Normal (pre-intervention),solid
2020-08-09,mod_6,816172,Cautious return,solid
2020-08-10,mod_2,3233783,Soc. Dist. + Travel Ban,solid
2020-08-10,mod_4,1498514,Moderate return,solid
2020-08-10,mod_5,2444580,Normal (pre-intervention),solid
2020-08-10,mod_6,824950,Cautious return,solid
2020-08-11,mod_2,3250378,Soc. Dist. + Travel Ban,solid
2020-08-11,mod_4,1509290,Moderate return,solid
2020-08-11,mod_5,2454981,Normal (pre-intervention),solid
2020-08-11,mod_6,833684,Cautious return,solid
2020-08-12,mod_2,3266755,Soc. Dist. + Travel Ban,solid
2020-08-12,mod_4,1519872,Moderate return,solid
2020-08-12,mod_5,2465175,Normal (pre-intervention),solid
2020-08-12,mod_6,842306,Cautious return,solid
2020-08-13,mod_2,3282887,Soc. Dist. + Travel Ban,solid
2020-08-13,mod_4,1530276,Moderate return,solid
2020-08-13,mod_5,2475145,Normal (pre-intervention),solid
2020-08-13,mod_6,850817,Cautious return,solid
2020-08-14,mod_2,3298771,Soc. Dist. + Travel Ban,solid
2020-08-14,mod_4,1540518,Moderate return,solid
2020-08-14,mod_5,2484899,Normal (pre-intervention),solid
2020-08-14,mod_6,859223,Cautious return,solid
2020-08-15,mod_2,3314410,Soc. Dist. + Travel Ban,solid
2020-08-15,mod_4,1550590,Moderate return,solid
2020-08-15,mod_5,2494462,Normal (pre-intervention),solid
2020-08-15,mod_6,867526,Cautious return,solid
2020-08-16,mod_2,3329729,Soc. Dist. + Travel Ban,solid
2020-08-16,mod_4,1560430,Moderate return,solid
2020-08-16,mod_5,2503825,Normal (pre-intervention),solid
2020-08-16,mod_6,875708,Cautious return,solid
