Date,State,Name,Type,Count,date.fmt,count.fmt,text
2020-12-19,an,Andaman and Nicobar Islands,New Cases,6,Dec 19,6,Dec 19: 6 New Cases
2020-12-20,an,Andaman and Nicobar Islands,New Cases,6,Dec 20,6,Dec 20: 6 New Cases
2020-12-21,an,Andaman and Nicobar Islands,New Cases,7,Dec 21,7,Dec 21: 7 New Cases
2020-12-22,an,Andaman and Nicobar Islands,New Cases,5,Dec 22,5,Dec 22: 5 New Cases
2020-12-23,an,Andaman and Nicobar Islands,New Cases,3,Dec 23,3,Dec 23: 3 New Cases
2020-12-24,an,Andaman and Nicobar Islands,New Cases,5,Dec 24,5,Dec 24: 5 New Cases
2020-12-25,an,Andaman and Nicobar Islands,New Cases,11,Dec 25,11,Dec 25: 11 New Cases
2020-12-26,an,Andaman and Nicobar Islands,New Cases,0,Dec 26,0,Dec 26: 0 New Cases
2020-12-27,an,Andaman and Nicobar Islands,New Cases,12,Dec 27,12,Dec 27: 12 New Cases
2020-12-28,an,Andaman and Nicobar Islands,New Cases,5,Dec 28,5,Dec 28: 5 New Cases
2020-12-29,an,Andaman and Nicobar Islands,New Cases,7,Dec 29,7,Dec 29: 7 New Cases
2020-12-30,an,Andaman and Nicobar Islands,New Cases,5,Dec 30,5,Dec 30: 5 New Cases
2020-12-31,an,Andaman and Nicobar Islands,New Cases,4,Dec 31,4,Dec 31: 4 New Cases
2021-01-01,an,Andaman and Nicobar Islands,New Cases,1,Jan  1,1,Jan  1: 1 New Cases
2021-01-02,an,Andaman and Nicobar Islands,New Cases,1,Jan  2,1,Jan  2: 1 New Cases
2021-01-03,an,Andaman and Nicobar Islands,New Cases,1,Jan  3,1,Jan  3: 1 New Cases
2021-01-04,an,Andaman and Nicobar Islands,New Cases,0,Jan  4,0,Jan  4: 0 New Cases
2021-01-05,an,Andaman and Nicobar Islands,New Cases,1,Jan  5,1,Jan  5: 1 New Cases
2021-01-06,an,Andaman and Nicobar Islands,New Cases,0,Jan  6,0,Jan  6: 0 New Cases
2021-01-07,an,Andaman and Nicobar Islands,New Cases,9,Jan  7,9,Jan  7: 9 New Cases
2021-01-08,an,Andaman and Nicobar Islands,New Cases,1,Jan  8,1,Jan  8: 1 New Cases
2021-01-09,an,Andaman and Nicobar Islands,New Cases,0,Jan  9,0,Jan  9: 0 New Cases
2021-01-10,an,Andaman and Nicobar Islands,New Cases,1,Jan 10,1,Jan 10: 1 New Cases
2021-01-11,an,Andaman and Nicobar Islands,New Cases,3,Jan 11,3,Jan 11: 3 New Cases
2021-01-12,an,Andaman and Nicobar Islands,New Cases,3,Jan 12,3,Jan 12: 3 New Cases
2021-01-13,an,Andaman and Nicobar Islands,New Cases,3,Jan 13,3,Jan 13: 3 New Cases
2021-01-14,an,Andaman and Nicobar Islands,New Cases,7,Jan 14,7,Jan 14: 7 New Cases
2021-01-15,an,Andaman and Nicobar Islands,New Cases,3,Jan 15,3,Jan 15: 3 New Cases
2021-01-16,an,Andaman and Nicobar Islands,New Cases,3,Jan 16,3,Jan 16: 3 New Cases
2021-01-17,an,Andaman and Nicobar Islands,New Cases,1,Jan 17,1,Jan 17: 1 New Cases
2021-01-18,an,Andaman and Nicobar Islands,New Cases,5,Jan 18,5,Jan 18: 5 New Cases
2021-01-19,an,Andaman and Nicobar Islands,New Cases,1,Jan 19,1,Jan 19: 1 New Cases
2021-01-20,an,Andaman and Nicobar Islands,New Cases,2,Jan 20,2,Jan 20: 2 New Cases
2021-01-21,an,Andaman and Nicobar Islands,New Cases,0,Jan 21,0,Jan 21: 0 New Cases
2021-01-22,an,Andaman and Nicobar Islands,New Cases,1,Jan 22,1,Jan 22: 1 New Cases
2021-01-23,an,Andaman and Nicobar Islands,New Cases,1,Jan 23,1,Jan 23: 1 New Cases
2021-01-24,an,Andaman and Nicobar Islands,New Cases,0,Jan 24,0,Jan 24: 0 New Cases
2021-01-25,an,Andaman and Nicobar Islands,New Cases,1,Jan 25,1,Jan 25: 1 New Cases
