Dates,variable,value,color,type
2020-08-17,mod_2,3081640,Soc. Dist. + Travel Ban,solid
2020-08-17,mod_4,1982517,Moderate return,solid
2020-08-17,mod_5,3121749,Normal (pre-intervention),solid
2020-08-17,mod_6,1112733,Cautious return,solid
2020-08-18,mod_2,3095521,Soc. Dist. + Travel Ban,solid
2020-08-18,mod_4,1995473,Moderate return,solid
2020-08-18,mod_5,3133086,Normal (pre-intervention),solid
2020-08-18,mod_6,1123025,Cautious return,solid
2020-08-19,mod_2,3109207,Soc. Dist. + Travel Ban,solid
2020-08-19,mod_4,2008138,Moderate return,solid
2020-08-19,mod_5,3144116,Normal (pre-intervention),solid
2020-08-19,mod_6,1133176,Cautious return,solid
2020-08-20,mod_2,3122728,Soc. Dist. + Travel Ban,solid
2020-08-20,mod_4,2020642,Moderate return,solid
2020-08-20,mod_5,3154914,Normal (pre-intervention),solid
2020-08-20,mod_6,1143221,Cautious return,solid
2020-08-21,mod_2,3135963,Soc. Dist. + Travel Ban,solid
2020-08-21,mod_4,2032902,Moderate return,solid
2020-08-21,mod_5,3165485,Normal (pre-intervention),solid
2020-08-21,mod_6,1153108,Cautious return,solid
2020-08-22,mod_2,3148949,Soc. Dist. + Travel Ban,solid
2020-08-22,mod_4,2044956,Moderate return,solid
2020-08-22,mod_5,3175789,Normal (pre-intervention),solid
2020-08-22,mod_6,1162929,Cautious return,solid
2020-08-23,mod_2,3161768,Soc. Dist. + Travel Ban,solid
2020-08-23,mod_4,2056816,Moderate return,solid
2020-08-23,mod_5,3185904,Normal (pre-intervention),solid
2020-08-23,mod_6,1172620,Cautious return,solid
2020-08-24,mod_2,3174349,Soc. Dist. + Travel Ban,solid
2020-08-24,mod_4,2068462,Moderate return,solid
2020-08-24,mod_5,3195782,Normal (pre-intervention),solid
2020-08-24,mod_6,1182203,Cautious return,solid
2020-08-25,mod_2,3186775,Soc. Dist. + Travel Ban,solid
2020-08-25,mod_4,2079885,Moderate return,solid
2020-08-25,mod_5,3205435,Normal (pre-intervention),solid
2020-08-25,mod_6,1191674,Cautious return,solid
2020-08-26,mod_2,3199032,Soc. Dist. + Travel Ban,solid
2020-08-26,mod_4,2091115,Moderate return,solid
2020-08-26,mod_5,3214873,Normal (pre-intervention),solid
2020-08-26,mod_6,1201037,Cautious return,solid
2020-08-27,mod_2,3211091,Soc. Dist. + Travel Ban,solid
2020-08-27,mod_4,2102183,Moderate return,solid
2020-08-27,mod_5,3224119,Normal (pre-intervention),solid
2020-08-27,mod_6,1210291,Cautious return,solid
2020-08-28,mod_2,3222969,Soc. Dist. + Travel Ban,solid
2020-08-28,mod_4,2112988,Moderate return,solid
2020-08-28,mod_5,3233221,Normal (pre-intervention),solid
2020-08-28,mod_6,1219390,Cautious return,solid
2020-08-29,mod_2,3234655,Soc. Dist. + Travel Ban,solid
2020-08-29,mod_4,2123618,Moderate return,solid
2020-08-29,mod_5,3242061,Normal (pre-intervention),solid
2020-08-29,mod_6,1228408,Cautious return,solid
2020-08-30,mod_2,3246127,Soc. Dist. + Travel Ban,solid
2020-08-30,mod_4,2134085,Moderate return,solid
2020-08-30,mod_5,3250739,Normal (pre-intervention),solid
2020-08-30,mod_6,1237331,Cautious return,solid
2020-08-31,mod_2,3257487,Soc. Dist. + Travel Ban,solid
2020-08-31,mod_4,2144382,Moderate return,solid
2020-08-31,mod_5,3259197,Normal (pre-intervention),solid
2020-08-31,mod_6,1246111,Cautious return,solid
2020-09-01,mod_2,3268567,Soc. Dist. + Travel Ban,solid
2020-09-01,mod_4,2154497,Moderate return,solid
2020-09-01,mod_5,3267506,Normal (pre-intervention),solid
2020-09-01,mod_6,1254785,Cautious return,solid
2020-09-02,mod_2,3279534,Soc. Dist. + Travel Ban,solid
2020-09-02,mod_4,2164399,Moderate return,solid
2020-09-02,mod_5,3275643,Normal (pre-intervention),solid
2020-09-02,mod_6,1263356,Cautious return,solid
2020-09-03,mod_2,3290308,Soc. Dist. + Travel Ban,solid
2020-09-03,mod_4,2174119,Moderate return,solid
2020-09-03,mod_5,3283603,Normal (pre-intervention),solid
2020-09-03,mod_6,1271868,Cautious return,solid
2020-09-04,mod_2,3300954,Soc. Dist. + Travel Ban,solid
2020-09-04,mod_4,2183706,Moderate return,solid
2020-09-04,mod_5,3291426,Normal (pre-intervention),solid
2020-09-04,mod_6,1280222,Cautious return,solid
2020-09-05,mod_2,3311462,Soc. Dist. + Travel Ban,solid
2020-09-05,mod_4,2193096,Moderate return,solid
2020-09-05,mod_5,3299073,Normal (pre-intervention),solid
2020-09-05,mod_6,1288498,Cautious return,solid
2020-09-06,mod_2,3321776,Soc. Dist. + Travel Ban,solid
2020-09-06,mod_4,2202348,Moderate return,solid
2020-09-06,mod_5,3306569,Normal (pre-intervention),solid
2020-09-06,mod_6,1296660,Cautious return,solid
2020-09-07,mod_2,3331936,Soc. Dist. + Travel Ban,solid
2020-09-07,mod_4,2211450,Moderate return,solid
2020-09-07,mod_5,3313913,Normal (pre-intervention),solid
2020-09-07,mod_6,1304721,Cautious return,solid
2020-09-08,mod_2,3341977,Soc. Dist. + Travel Ban,solid
2020-09-08,mod_4,2220399,Moderate return,solid
2020-09-08,mod_5,3321098,Normal (pre-intervention),solid
2020-09-08,mod_6,1312688,Cautious return,solid
2020-09-09,mod_2,3351869,Soc. Dist. + Travel Ban,solid
2020-09-09,mod_4,2229208,Moderate return,solid
2020-09-09,mod_5,3328160,Normal (pre-intervention),solid
2020-09-09,mod_6,1320510,Cautious return,solid
2020-09-10,mod_2,3361656,Soc. Dist. + Travel Ban,solid
2020-09-10,mod_4,2237854,Moderate return,solid
2020-09-10,mod_5,3335040,Normal (pre-intervention),solid
2020-09-10,mod_6,1328272,Cautious return,solid
2020-09-11,mod_2,3371295,Soc. Dist. + Travel Ban,solid
2020-09-11,mod_4,2246318,Moderate return,solid
2020-09-11,mod_5,3341807,Normal (pre-intervention),solid
2020-09-11,mod_6,1335932,Cautious return,solid
2020-09-12,mod_2,3380729,Soc. Dist. + Travel Ban,solid
2020-09-12,mod_4,2254632,Moderate return,solid
2020-09-12,mod_5,3348447,Normal (pre-intervention),solid
2020-09-12,mod_6,1343499,Cautious return,solid
2020-09-13,mod_2,3390046,Soc. Dist. + Travel Ban,solid
2020-09-13,mod_4,2262806,Moderate return,solid
2020-09-13,mod_5,3354907,Normal (pre-intervention),solid
2020-09-13,mod_6,1350957,Cautious return,solid
2020-09-14,mod_2,3399183,Soc. Dist. + Travel Ban,solid
2020-09-14,mod_4,2270829,Moderate return,solid
2020-09-14,mod_5,3361282,Normal (pre-intervention),solid
2020-09-14,mod_6,1358345,Cautious return,solid
2020-09-15,mod_2,3408211,Soc. Dist. + Travel Ban,solid
2020-09-15,mod_4,2278686,Moderate return,solid
2020-09-15,mod_5,3367485,Normal (pre-intervention),solid
2020-09-15,mod_6,1365607,Cautious return,solid
