Dates,variable,value,color,type
2020-08-19,mod_4,12665,Moderate return,solid
2020-08-19,mod_5,11030,Normal (pre-intervention),solid
2020-08-19,mod_6,10151,Cautious return,solid
2020-08-20,mod_2,13521,Soc. Dist. + Travel Ban,solid
2020-08-20,mod_4,12504,Moderate return,solid
2020-08-20,mod_5,10798,Normal (pre-intervention),solid
2020-08-20,mod_6,10045,Cautious return,solid
2020-08-21,mod_2,13235,Soc. Dist. + Travel Ban,solid
2020-08-21,mod_4,12260,Moderate return,solid
2020-08-21,mod_5,10571,Normal (pre-intervention),solid
2020-08-21,mod_6,9887,Cautious return,solid
2020-08-22,mod_2,12986,Soc. Dist. + Travel Ban,solid
2020-08-22,mod_4,12054,Moderate return,solid
2020-08-22,mod_5,10304,Normal (pre-intervention),solid
2020-08-22,mod_6,9821,Cautious return,solid
2020-08-23,mod_2,12819,Soc. Dist. + Travel Ban,solid
2020-08-23,mod_4,11860,Moderate return,solid
2020-08-23,mod_5,10115,Normal (pre-intervention),solid
2020-08-23,mod_6,9691,Cautious return,solid
2020-08-24,mod_2,12581,Soc. Dist. + Travel Ban,solid
2020-08-24,mod_4,11646,Moderate return,solid
2020-08-24,mod_5,9878,Normal (pre-intervention),solid
2020-08-24,mod_6,9583,Cautious return,solid
2020-08-25,mod_2,12426,Soc. Dist. + Travel Ban,solid
2020-08-25,mod_4,11423,Moderate return,solid
2020-08-25,mod_5,9653,Normal (pre-intervention),solid
2020-08-25,mod_6,9471,Cautious return,solid
2020-08-26,mod_2,12257,Soc. Dist. + Travel Ban,solid
2020-08-26,mod_4,11230,Moderate return,solid
2020-08-26,mod_5,9438,Normal (pre-intervention),solid
2020-08-26,mod_6,9363,Cautious return,solid
2020-08-27,mod_2,12059,Soc. Dist. + Travel Ban,solid
2020-08-27,mod_4,11068,Moderate return,solid
2020-08-27,mod_5,9246,Normal (pre-intervention),solid
2020-08-27,mod_6,9254,Cautious return,solid
2020-08-28,mod_2,11878,Soc. Dist. + Travel Ban,solid
2020-08-28,mod_4,10805,Moderate return,solid
2020-08-28,mod_5,9102,Normal (pre-intervention),solid
2020-08-28,mod_6,9099,Cautious return,solid
2020-08-29,mod_2,11686,Soc. Dist. + Travel Ban,solid
2020-08-29,mod_4,10630,Moderate return,solid
2020-08-29,mod_5,8840,Normal (pre-intervention),solid
2020-08-29,mod_6,9018,Cautious return,solid
2020-08-30,mod_2,11472,Soc. Dist. + Travel Ban,solid
2020-08-30,mod_4,10467,Moderate return,solid
2020-08-30,mod_5,8678,Normal (pre-intervention),solid
2020-08-30,mod_6,8923,Cautious return,solid
2020-08-31,mod_2,11360,Soc. Dist. + Travel Ban,solid
2020-08-31,mod_4,10297,Moderate return,solid
2020-08-31,mod_5,8458,Normal (pre-intervention),solid
2020-08-31,mod_6,8780,Cautious return,solid
2020-09-01,mod_2,11080,Soc. Dist. + Travel Ban,solid
2020-09-01,mod_4,10115,Moderate return,solid
2020-09-01,mod_5,8309,Normal (pre-intervention),solid
2020-09-01,mod_6,8674,Cautious return,solid
2020-09-02,mod_2,10967,Soc. Dist. + Travel Ban,solid
2020-09-02,mod_4,9902,Moderate return,solid
2020-09-02,mod_5,8137,Normal (pre-intervention),solid
2020-09-02,mod_6,8571,Cautious return,solid
2020-09-03,mod_2,10774,Soc. Dist. + Travel Ban,solid
2020-09-03,mod_4,9720,Moderate return,solid
2020-09-03,mod_5,7960,Normal (pre-intervention),solid
2020-09-03,mod_6,8512,Cautious return,solid
2020-09-04,mod_2,10646,Soc. Dist. + Travel Ban,solid
2020-09-04,mod_4,9587,Moderate return,solid
2020-09-04,mod_5,7823,Normal (pre-intervention),solid
2020-09-04,mod_6,8354,Cautious return,solid
2020-09-05,mod_2,10508,Soc. Dist. + Travel Ban,solid
2020-09-05,mod_4,9390,Moderate return,solid
2020-09-05,mod_5,7647,Normal (pre-intervention),solid
2020-09-05,mod_6,8276,Cautious return,solid
2020-09-06,mod_2,10314,Soc. Dist. + Travel Ban,solid
2020-09-06,mod_4,9252,Moderate return,solid
2020-09-06,mod_5,7496,Normal (pre-intervention),solid
2020-09-06,mod_6,8162,Cautious return,solid
2020-09-07,mod_2,10160,Soc. Dist. + Travel Ban,solid
2020-09-07,mod_4,9102,Moderate return,solid
2020-09-07,mod_5,7344,Normal (pre-intervention),solid
2020-09-07,mod_6,8061,Cautious return,solid
2020-09-08,mod_2,10041,Soc. Dist. + Travel Ban,solid
2020-09-08,mod_4,8949,Moderate return,solid
2020-09-08,mod_5,7185,Normal (pre-intervention),solid
2020-09-08,mod_6,7967,Cautious return,solid
2020-09-09,mod_2,9892,Soc. Dist. + Travel Ban,solid
2020-09-09,mod_4,8809,Moderate return,solid
2020-09-09,mod_5,7062,Normal (pre-intervention),solid
2020-09-09,mod_6,7822,Cautious return,solid
2020-09-10,mod_2,9787,Soc. Dist. + Travel Ban,solid
2020-09-10,mod_4,8646,Moderate return,solid
2020-09-10,mod_5,6880,Normal (pre-intervention),solid
2020-09-10,mod_6,7762,Cautious return,solid
2020-09-11,mod_2,9639,Soc. Dist. + Travel Ban,solid
2020-09-11,mod_4,8464,Moderate return,solid
2020-09-11,mod_5,6767,Normal (pre-intervention),solid
2020-09-11,mod_6,7660,Cautious return,solid
2020-09-12,mod_2,9434,Soc. Dist. + Travel Ban,solid
2020-09-12,mod_4,8314,Moderate return,solid
2020-09-12,mod_5,6640,Normal (pre-intervention),solid
2020-09-12,mod_6,7567,Cautious return,solid
2020-09-13,mod_2,9317,Soc. Dist. + Travel Ban,solid
2020-09-13,mod_4,8174,Moderate return,solid
2020-09-13,mod_5,6460,Normal (pre-intervention),solid
2020-09-13,mod_6,7458,Cautious return,solid
2020-09-14,mod_2,9137,Soc. Dist. + Travel Ban,solid
2020-09-14,mod_4,8023,Moderate return,solid
2020-09-14,mod_5,6375,Normal (pre-intervention),solid
2020-09-14,mod_6,7388,Cautious return,solid
2020-09-15,mod_2,9028,Soc. Dist. + Travel Ban,solid
2020-09-15,mod_4,7857,Moderate return,solid
2020-09-15,mod_5,6203,Normal (pre-intervention),solid
2020-09-15,mod_6,7262,Cautious return,solid
