Country,Date,Incident_Deaths,Deaths_fmt,text,loess_deaths,Day
Pakistan,2021-03-22,72,72,Pakistan<br>2021-03-22: 72 incident deaths<br>,44.2773708022631,369
Russia,2021-03-22,355,355,Russia<br>2021-03-22: 355 incident deaths<br>,385.547617382654,363
South Korea,2021-03-22,7,7,South Korea<br>2021-03-22: 7 incident deaths<br>,3.43235971298871,394
Switzerland,2021-03-22,5,5,Switzerland<br>2021-03-22: 5 incident deaths<br>,7.93318819067165,378
Turkey,2021-03-22,117,117,Turkey<br>2021-03-22: 117 incident deaths<br>,119.733134933901,369
US,2021-03-22,533,533,US<br>2021-03-22: 533 incident deaths<br>,979.422126465843,386
United Kingdom,2021-03-22,18,18,United Kingdom<br>2021-03-22: 18 incident deaths<br>,71.4936046224106,379
Bangladesh,2021-03-23,18,18,Bangladesh<br>2021-03-23: 18 incident deaths<br>,25.9184385298933,366
Belgium,2021-03-23,35,35,Belgium<br>2021-03-23: 35 incident deaths<br>,29.700695423455,378
Brazil,2021-03-23,3147,"3,147","Brazil<br>2021-03-23: 3,147 incident deaths<br>",2432.99079934253,371
Canada,2021-03-23,19,19,Canada<br>2021-03-23: 19 incident deaths<br>,29.0829232730106,373
China,2021-03-23,1,1,China<br>2021-03-23: 1 incident deaths<br>,0.29227447391985,427
France,2021-03-23,287,287,France<br>2021-03-23: 287 incident deaths<br>,297.944450897567,387
Germany,2021-03-23,246,246,Germany<br>2021-03-23: 246 incident deaths<br>,184.459018718142,378
Iran,2021-03-23,74,74,Iran<br>2021-03-23: 74 incident deaths<br>,82.1561146912894,397
Italy,2021-03-23,551,551,Italy<br>2021-03-23: 551 incident deaths<br>,431.208770106737,395
Netherlands,2021-03-23,49,49,Netherlands<br>2021-03-23: 49 incident deaths<br>,27.8259896173261,381
Pakistan,2021-03-23,30,30,Pakistan<br>2021-03-23: 30 incident deaths<br>,49.5720984928824,370
Russia,2021-03-23,419,419,Russia<br>2021-03-23: 419 incident deaths<br>,388.063740641159,364
South Korea,2021-03-23,3,3,South Korea<br>2021-03-23: 3 incident deaths<br>,3.90821443121501,395
Switzerland,2021-03-23,12,12,Switzerland<br>2021-03-23: 12 incident deaths<br>,8.41483856117616,379
Turkey,2021-03-23,138,138,Turkey<br>2021-03-23: 138 incident deaths<br>,132.840221981782,370
US,2021-03-23,945,945,US<br>2021-03-23: 945 incident deaths<br>,1012.61966830924,387
United Kingdom,2021-03-23,112,112,United Kingdom<br>2021-03-23: 112 incident deaths<br>,69.0915110975712,380
Bangladesh,2021-03-24,25,25,Bangladesh<br>2021-03-24: 25 incident deaths<br>,27.9080063493858,367
Belgium,2021-03-24,23,23,Belgium<br>2021-03-24: 23 incident deaths<br>,29.113851151373,379
Brazil,2021-03-24,2317,"2,317","Brazil<br>2021-03-24: 2,317 incident deaths<br>",2614.16503991256,372
Canada,2021-03-24,24,24,Canada<br>2021-03-24: 24 incident deaths<br>,29.0042702948146,374
China,2021-03-24,0,0,China<br>2021-03-24: 0 incident deaths<br>,0.312184105311212,428
France,2021-03-24,246,246,France<br>2021-03-24: 246 incident deaths<br>,334.96445709739,388
Germany,2021-03-24,229,229,Germany<br>2021-03-24: 229 incident deaths<br>,176.531233261936,379
Iran,2021-03-24,94,94,Iran<br>2021-03-24: 94 incident deaths<br>,84.2477835352155,398
Italy,2021-03-24,460,460,Italy<br>2021-03-24: 460 incident deaths<br>,438.367496456477,396
Netherlands,2021-03-24,35,35,Netherlands<br>2021-03-24: 35 incident deaths<br>,28.1121018151804,382
Pakistan,2021-03-24,63,63,Pakistan<br>2021-03-24: 63 incident deaths<br>,54.1663696534438,371
Russia,2021-03-24,393,393,Russia<br>2021-03-24: 393 incident deaths<br>,390.683595719493,365
South Korea,2021-03-24,2,2,South Korea<br>2021-03-24: 2 incident deaths<br>,4.17683866387118,396
Switzerland,2021-03-24,10,10,Switzerland<br>2021-03-24: 10 incident deaths<br>,8.61870609535494,380
Turkey,2021-03-24,146,146,Turkey<br>2021-03-24: 146 incident deaths<br>,143.13522971448,371
US,2021-03-24,1535,"1,535","US<br>2021-03-24: 1,535 incident deaths<br>",1044.69688739926,388
United Kingdom,2021-03-24,98,98,United Kingdom<br>2021-03-24: 98 incident deaths<br>,68.4623919533334,381
Bangladesh,2021-03-25,34,34,Bangladesh<br>2021-03-25: 34 incident deaths<br>,30.0784498417917,368
Belgium,2021-03-25,30,30,Belgium<br>2021-03-25: 30 incident deaths<br>,27.80943510211,380
Brazil,2021-03-25,2654,"2,654","Brazil<br>2021-03-25: 2,654 incident deaths<br>",2695.81978892733,373
Canada,2021-03-25,31,31,Canada<br>2021-03-25: 31 incident deaths<br>,28.783626174974,375
China,2021-03-25,0,0,China<br>2021-03-25: 0 incident deaths<br>,0.312184105311212,429
France,2021-03-25,226,226,France<br>2021-03-25: 226 incident deaths<br>,349.276168810537,389
Germany,2021-03-25,185,185,Germany<br>2021-03-25: 185 incident deaths<br>,166.012172961986,380
Iran,2021-03-25,97,97,Iran<br>2021-03-25: 97 incident deaths<br>,86.2406004641584,399
Italy,2021-03-25,460,460,Italy<br>2021-03-25: 460 incident deaths<br>,433.314229441029,397
Netherlands,2021-03-25,26,26,Netherlands<br>2021-03-25: 26 incident deaths<br>,28.1669756124811,383
Pakistan,2021-03-25,63,63,Pakistan<br>2021-03-25: 63 incident deaths<br>,56.7348343993416,372
Russia,2021-03-25,386,386,Russia<br>2021-03-25: 386 incident deaths<br>,383.003533973923,366
South Korea,2021-03-25,7,7,South Korea<br>2021-03-25: 7 incident deaths<br>,4.08120318394067,397
Switzerland,2021-03-25,12,12,Switzerland<br>2021-03-25: 12 incident deaths<br>,8.83935683472283,381
Turkey,2021-03-25,157,157,Turkey<br>2021-03-25: 157 incident deaths<br>,149.429863552689,372
US,2021-03-25,1358,"1,358","US<br>2021-03-25: 1,358 incident deaths<br>",1022.32865660471,389
United Kingdom,2021-03-25,63,63,United Kingdom<br>2021-03-25: 63 incident deaths<br>,66.4713623685388,382
Bangladesh,2021-03-26,33,33,Bangladesh<br>2021-03-26: 33 incident deaths<br>,32.6971526367532,369
Belgium,2021-03-26,36,36,Belgium<br>2021-03-26: 36 incident deaths<br>,27.4277638025394,381
Brazil,2021-03-26,3510,"3,510","Brazil<br>2021-03-26: 3,510 incident deaths<br>",2769.29054314941,374
Canada,2021-03-26,36,36,Canada<br>2021-03-26: 36 incident deaths<br>,28.1492637152673,376
China,2021-03-26,1,1,China<br>2021-03-26: 1 incident deaths<br>,0.29227447391985,430
France,2021-03-26,897,897,France<br>2021-03-26: 897 incident deaths<br>,359.770101848092,390
Germany,2021-03-26,159,159,Germany<br>2021-03-26: 159 incident deaths<br>,159.701535309093,381
Iran,2021-03-26,81,81,Iran<br>2021-03-26: 81 incident deaths<br>,86.3286705804102,400
Italy,2021-03-26,457,457,Italy<br>2021-03-26: 457 incident deaths<br>,428.157122316895,398
Netherlands,2021-03-26,25,25,Netherlands<br>2021-03-26: 25 incident deaths<br>,27.2506308548446,384
Pakistan,2021-03-26,67,67,Pakistan<br>2021-03-26: 67 incident deaths<br>,59.7389752814059,373
Russia,2021-03-26,400,400,Russia<br>2021-03-26: 400 incident deaths<br>,372.319753334878,367
South Korea,2021-03-26,5,5,South Korea<br>2021-03-26: 5 incident deaths<br>,3.90608050645979,398
Switzerland,2021-03-26,4,4,Switzerland<br>2021-03-26: 4 incident deaths<br>,9.09160499736438,382
Turkey,2021-03-26,153,153,Turkey<br>2021-03-26: 153 incident deaths<br>,153.811185140519,373
US,2021-03-26,1168,"1,168","US<br>2021-03-26: 1,168 incident deaths<br>",987.785276019464,390
United Kingdom,2021-03-26,71,71,United Kingdom<br>2021-03-26: 71 incident deaths<br>,61.0508346208253,383
Bangladesh,2021-03-27,39,39,Bangladesh<br>2021-03-27: 39 incident deaths<br>,36.3022597613987,370
Belgium,2021-03-27,18,18,Belgium<br>2021-03-27: 18 incident deaths<br>,28.5121770000169,382
Brazil,2021-03-27,3409,"3,409","Brazil<br>2021-03-27: 3,409 incident deaths<br>",2858.08059125069,375
Canada,2021-03-27,26,26,Canada<br>2021-03-27: 26 incident deaths<br>,27.6002268809971,377
China,2021-03-27,0,0,China<br>2021-03-27: 0 incident deaths<br>,0.216424239138702,431
France,2021-03-27,191,191,France<br>2021-03-27: 191 incident deaths<br>,364.049938197426,391
Germany,2021-03-27,87,87,Germany<br>2021-03-27: 87 incident deaths<br>,155.814210170064,382
Iran,2021-03-27,85,85,Iran<br>2021-03-27: 85 incident deaths<br>,85.406868953414,401
Italy,2021-03-27,380,380,Italy<br>2021-03-27: 380 incident deaths<br>,429.753036376393,399
Netherlands,2021-03-27,31,31,Netherlands<br>2021-03-27: 31 incident deaths<br>,26.2173870552464,385
Pakistan,2021-03-27,57,57,Pakistan<br>2021-03-27: 57 incident deaths<br>,64.970275203273,374
Russia,2021-03-27,382,382,Russia<br>2021-03-27: 382 incident deaths<br>,364.774793382144,368
South Korea,2021-03-27,1,1,South Korea<br>2021-03-27: 1 incident deaths<br>,3.63646539140415,399
Switzerland,2021-03-27,10,10,Switzerland<br>2021-03-27: 10 incident deaths<br>,9.38476650156815,383
Turkey,2021-03-27,151,151,Turkey<br>2021-03-27: 151 incident deaths<br>,154.759536753019,374
US,2021-03-27,814,814,US<br>2021-03-27: 814 incident deaths<br>,958.421392151743,391
United Kingdom,2021-03-27,58,58,United Kingdom<br>2021-03-27: 58 incident deaths<br>,55.4387102551075,384
Bangladesh,2021-03-28,35,35,Bangladesh<br>2021-03-28: 35 incident deaths<br>,40.130626044307,371
Belgium,2021-03-28,27,27,Belgium<br>2021-03-28: 27 incident deaths<br>,29.9995296561945,383
Brazil,2021-03-28,1582,"1,582","Brazil<br>2021-03-28: 1,582 incident deaths<br>",2940.61793845284,376
Canada,2021-03-28,28,28,Canada<br>2021-03-28: 28 incident deaths<br>,27.6278657390576,378
China,2021-03-28,0,0,China<br>2021-03-28: 0 incident deaths<br>,0.131691137388518,432
France,2021-03-28,131,131,France<br>2021-03-28: 131 incident deaths<br>,356.4880074962,392
Germany,2021-03-28,44,44,Germany<br>2021-03-28: 44 incident deaths<br>,151.88527155775,383
Iran,2021-03-28,89,89,Iran<br>2021-03-28: 89 incident deaths<br>,85.9375248489282,402
Italy,2021-03-28,297,297,Italy<br>2021-03-28: 297 incident deaths<br>,431.082253857452,400
Netherlands,2021-03-28,15,15,Netherlands<br>2021-03-28: 15 incident deaths<br>,25.6715684741005,386
Pakistan,2021-03-28,41,41,Pakistan<br>2021-03-28: 41 incident deaths<br>,71.0281708872804,375
Russia,2021-03-28,331,331,Russia<br>2021-03-28: 331 incident deaths<br>,360.62332135959,369
South Korea,2021-03-28,4,4,South Korea<br>2021-03-28: 4 incident deaths<br>,3.23915307263066,400
Switzerland,2021-03-28,9,9,Switzerland<br>2021-03-28: 9 incident deaths<br>,9.59828626821913,384
Turkey,2021-03-28,153,153,Turkey<br>2021-03-28: 153 incident deaths<br>,153.148053380676,375
US,2021-03-28,450,450,US<br>2021-03-28: 450 incident deaths<br>,913.017360450477,392
United Kingdom,2021-03-28,21,21,United Kingdom<br>2021-03-28: 21 incident deaths<br>,50.502015901535,385
Bangladesh,2021-03-29,45,45,Bangladesh<br>2021-03-29: 45 incident deaths<br>,43.7866890010705,372
Belgium,2021-03-29,24,24,Belgium<br>2021-03-29: 24 incident deaths<br>,32.1798521507291,384
Brazil,2021-03-29,2013,"2,013","Brazil<br>2021-03-29: 2,013 incident deaths<br>",3001.48585600293,377
Canada,2021-03-29,20,20,Canada<br>2021-03-29: 20 incident deaths<br>,28.6279766288383,379
China,2021-03-29,0,0,China<br>2021-03-29: 0 incident deaths<br>,0.0767440928956826,433
France,2021-03-29,360,360,France<br>2021-03-29: 360 incident deaths<br>,342.647553107276,393
Germany,2021-03-29,180,180,Germany<br>2021-03-29: 180 incident deaths<br>,156.398199359229,384
Iran,2021-03-29,81,81,Iran<br>2021-03-29: 81 incident deaths<br>,86.0905980718191,403
Italy,2021-03-29,417,417,Italy<br>2021-03-29: 417 incident deaths<br>,432.278061686131,401
Netherlands,2021-03-29,13,13,Netherlands<br>2021-03-29: 13 incident deaths<br>,25.2131892144358,387
Pakistan,2021-03-29,100,100,Pakistan<br>2021-03-29: 100 incident deaths<br>,76.0209829554509,376
Russia,2021-03-29,290,290,Russia<br>2021-03-29: 290 incident deaths<br>,358.631113200114,370
South Korea,2021-03-29,3,3,South Korea<br>2021-03-29: 3 incident deaths<br>,2.97202365841585,401
Switzerland,2021-03-29,7,7,Switzerland<br>2021-03-29: 7 incident deaths<br>,9.59694308213328,385
Turkey,2021-03-29,154,154,Turkey<br>2021-03-29: 154 incident deaths<br>,153.57839245642,376
US,2021-03-29,654,654,US<br>2021-03-29: 654 incident deaths<br>,862.105752700453,393
United Kingdom,2021-03-29,23,23,United Kingdom<br>2021-03-29: 23 incident deaths<br>,44.9145110941424,386
Bangladesh,2021-03-30,45,45,Bangladesh<br>2021-03-30: 45 incident deaths<br>,47.5079014341906,373
Belgium,2021-03-30,45,45,Belgium<br>2021-03-30: 45 incident deaths<br>,35.0336151804806,385
Brazil,2021-03-30,3655,"3,655","Brazil<br>2021-03-30: 3,655 incident deaths<br>",3093.68462421413,378
Canada,2021-03-30,26,26,Canada<br>2021-03-30: 26 incident deaths<br>,29.4002452128385,380
China,2021-03-30,0,0,China<br>2021-03-30: 0 incident deaths<br>,0.0197811443277108,434
France,2021-03-30,381,381,France<br>2021-03-30: 381 incident deaths<br>,319.747993305164,394
Germany,2021-03-30,250,250,Germany<br>2021-03-30: 250 incident deaths<br>,166.083361411066,385
Iran,2021-03-30,91,91,Iran<br>2021-03-30: 91 incident deaths<br>,87.9710688049861,404
Italy,2021-03-30,529,529,Italy<br>2021-03-30: 529 incident deaths<br>,443.250611520822,402
Netherlands,2021-03-30,37,37,Netherlands<br>2021-03-30: 37 incident deaths<br>,24.964909120555,388
Pakistan,2021-03-30,78,78,Pakistan<br>2021-03-30: 78 incident deaths<br>,80.8371601739957,377
Russia,2021-03-30,404,404,Russia<br>2021-03-30: 404 incident deaths<br>,364.151963394065,371
South Korea,2021-03-30,2,2,South Korea<br>2021-03-30: 2 incident deaths<br>,2.84626776827686,402
Switzerland,2021-03-30,14,14,Switzerland<br>2021-03-30: 14 incident deaths<br>,9.53782580861028,386
Turkey,2021-03-30,155,155,Turkey<br>2021-03-30: 155 incident deaths<br>,157.399321468692,377
US,2021-03-30,925,925,US<br>2021-03-30: 925 incident deaths<br>,831.027000595358,394
United Kingdom,2021-03-30,55,55,United Kingdom<br>2021-03-30: 55 incident deaths<br>,40.2096442685121,387
Bangladesh,2021-03-31,52,52,Bangladesh<br>2021-03-31: 52 incident deaths<br>,50.5592346058487,374
Belgium,2021-03-31,50,50,Belgium<br>2021-03-31: 50 incident deaths<br>,37.3270685695731,386
Brazil,2021-03-31,3925,"3,925","Brazil<br>2021-03-31: 3,925 incident deaths<br>",3128.04682414486,379
Canada,2021-03-31,33,33,Canada<br>2021-03-31: 33 incident deaths<br>,29.1736933734891,381
China,2021-03-31,0,0,China<br>2021-03-31: 0 incident deaths<br>,-0.0202709740249386,435
France,2021-03-31,303,303,France<br>2021-03-31: 303 incident deaths<br>,288.583490549661,395
Germany,2021-03-31,200,200,Germany<br>2021-03-31: 200 incident deaths<br>,169.091063347354,386
Iran,2021-03-31,96,96,Iran<br>2021-03-31: 96 incident deaths<br>,95.8348470577538,405
Italy,2021-03-31,467,467,Italy<br>2021-03-31: 467 incident deaths<br>,452.46638004854,403
Netherlands,2021-03-31,32,32,Netherlands<br>2021-03-31: 32 incident deaths<br>,25.6320404834138,389
Pakistan,2021-03-31,96,96,Pakistan<br>2021-03-31: 96 incident deaths<br>,84.5854117930204,378
Russia,2021-03-31,402,402,Russia<br>2021-03-31: 402 incident deaths<br>,374.268334160647,372
South Korea,2021-03-31,4,4,South Korea<br>2021-03-31: 4 incident deaths<br>,2.79261533352568,403
Switzerland,2021-03-31,12,12,Switzerland<br>2021-03-31: 12 incident deaths<br>,9.67940729035484,387
Turkey,2021-03-31,152,152,Turkey<br>2021-03-31: 152 incident deaths<br>,162.224864587595,378
US,2021-03-31,1101,"1,101","US<br>2021-03-31: 1,101 incident deaths<br>",807.535982230332,395
United Kingdom,2021-03-31,43,43,United Kingdom<br>2021-03-31: 43 incident deaths<br>,37.7965074124628,388
Bangladesh,2021-04-01,59,59,Bangladesh<br>2021-04-01: 59 incident deaths<br>,52.4043274382808,375
Belgium,2021-04-01,29,29,Belgium<br>2021-04-01: 29 incident deaths<br>,38.8124580088309,387
Brazil,2021-04-01,3655,"3,655","Brazil<br>2021-04-01: 3,655 incident deaths<br>",2917.00789646239,380
Canada,2021-04-01,43,43,Canada<br>2021-04-01: 43 incident deaths<br>,28.7692430278032,382
China,2021-04-01,0,0,China<br>2021-04-01: 0 incident deaths<br>,-0.0478167464941361,436
France,2021-04-01,308,308,France<br>2021-04-01: 308 incident deaths<br>,268.906213693871,396
Germany,2021-04-01,234,234,Germany<br>2021-04-01: 234 incident deaths<br>,147.977370625709,387
Iran,2021-04-01,94,94,Iran<br>2021-04-01: 94 incident deaths<br>,106.801861111946,406
Italy,2021-04-01,501,501,Italy<br>2021-04-01: 501 incident deaths<br>,438.896068089909,404
Netherlands,2021-04-01,24,24,Netherlands<br>2021-04-01: 24 incident deaths<br>,26.2502126968013,390
Pakistan,2021-04-01,83,83,Pakistan<br>2021-04-01: 83 incident deaths<br>,83.5355741559186,379
Russia,2021-04-01,375,375,Russia<br>2021-04-01: 375 incident deaths<br>,380.482429706464,373
South Korea,2021-04-01,2,2,South Korea<br>2021-04-01: 2 incident deaths<br>,2.96883499874833,404
Switzerland,2021-04-01,11,11,Switzerland<br>2021-04-01: 11 incident deaths<br>,10.2156506656047,388
Turkey,2021-04-01,176,176,Turkey<br>2021-04-01: 176 incident deaths<br>,166.978424246196,379
US,2021-04-01,1123,"1,123","US<br>2021-04-01: 1,123 incident deaths<br>",800.237338219582,396
United Kingdom,2021-04-01,51,51,United Kingdom<br>2021-04-01: 51 incident deaths<br>,36.0532609073032,389
Bangladesh,2021-04-02,50,50,Bangladesh<br>2021-04-02: 50 incident deaths<br>,53.9670226894944,376
Belgium,2021-04-02,38,38,Belgium<br>2021-04-02: 38 incident deaths<br>,40.1761793636329,388
Brazil,2021-04-02,2801,"2,801","Brazil<br>2021-04-02: 2,801 incident deaths<br>",2595.82701992308,381
Canada,2021-04-02,29,29,Canada<br>2021-04-02: 29 incident deaths<br>,28.671928279212,383
China,2021-04-02,0,0,China<br>2021-04-02: 0 incident deaths<br>,-0.0673086540995521,437
France,2021-04-02,332,332,France<br>2021-04-02: 332 incident deaths<br>,266.417108883179,397
Germany,2021-04-02,117,117,Germany<br>2021-04-02: 117 incident deaths<br>,130.087023551115,388
Iran,2021-04-02,117,117,Iran<br>2021-04-02: 117 incident deaths<br>,118.532998209122,407
Italy,2021-04-02,481,481,Italy<br>2021-04-02: 481 incident deaths<br>,416.659286850244,405
Netherlands,2021-04-02,20,20,Netherlands<br>2021-04-02: 20 incident deaths<br>,25.3024431077083,391
Pakistan,2021-04-02,84,84,Pakistan<br>2021-04-02: 84 incident deaths<br>,80.0714557465273,380
Russia,2021-04-02,392,392,Russia<br>2021-04-02: 392 incident deaths<br>,378.208591633087,374
South Korea,2021-04-02,3,3,South Korea<br>2021-04-02: 3 incident deaths<br>,3.2851752437257,405
Switzerland,2021-04-02,5,5,Switzerland<br>2021-04-02: 5 incident deaths<br>,10.7548840326236,389
Turkey,2021-04-02,179,179,Turkey<br>2021-04-02: 179 incident deaths<br>,172.572986766343,380
US,2021-04-02,901,901,US<br>2021-04-02: 901 incident deaths<br>,796.324339179875,397
United Kingdom,2021-04-02,52,52,United Kingdom<br>2021-04-02: 52 incident deaths<br>,32.7018150692826,390
Bangladesh,2021-04-03,58,58,Bangladesh<br>2021-04-03: 58 incident deaths<br>,55.3718005852365,377
Belgium,2021-04-03,47,47,Belgium<br>2021-04-03: 47 incident deaths<br>,41.264228993357,389
Brazil,2021-04-03,1909,"1,909","Brazil<br>2021-04-03: 1,909 incident deaths<br>",2420.07152402552,382
Canada,2021-04-03,19,19,Canada<br>2021-04-03: 19 incident deaths<br>,28.0595059049355,384
China,2021-04-03,0,0,China<br>2021-04-03: 0 incident deaths<br>,-0.0598919575824288,438
France,2021-04-03,186,186,France<br>2021-04-03: 186 incident deaths<br>,269.137803242667,398
Germany,2021-04-03,70,70,Germany<br>2021-04-03: 70 incident deaths<br>,137.000855230557,389
Iran,2021-04-03,123,123,Iran<br>2021-04-03: 123 incident deaths<br>,131.974805327719,408
Italy,2021-04-03,376,376,Italy<br>2021-04-03: 376 incident deaths<br>,406.447176375573,406
Netherlands,2021-04-03,33,33,Netherlands<br>2021-04-03: 33 incident deaths<br>,23.7261263366421,392
Pakistan,2021-04-03,81,81,Pakistan<br>2021-04-03: 81 incident deaths<br>,78.8027261233771,381
Russia,2021-04-03,377,377,Russia<br>2021-04-03: 377 incident deaths<br>,374.08825450746,375
South Korea,2021-04-03,4,4,South Korea<br>2021-04-03: 4 incident deaths<br>,3.50754489721898,406
Switzerland,2021-04-03,10,10,Switzerland<br>2021-04-03: 10 incident deaths<br>,11.2579785460519,390
Turkey,2021-04-03,186,186,Turkey<br>2021-04-03: 186 incident deaths<br>,180.992470436641,381
US,2021-04-03,771,771,US<br>2021-04-03: 771 incident deaths<br>,810.216510027112,398
United Kingdom,2021-04-03,10,10,United Kingdom<br>2021-04-03: 10 incident deaths<br>,28.9947784708893,391
Bangladesh,2021-04-04,53,53,Bangladesh<br>2021-04-04: 53 incident deaths<br>,56.4135388909039,378
Belgium,2021-04-04,39,39,Belgium<br>2021-04-04: 39 incident deaths<br>,41.9790525923815,390
Brazil,2021-04-04,1242,"1,242","Brazil<br>2021-04-04: 1,242 incident deaths<br>",2477.157450977,383
Canada,2021-04-04,24,24,Canada<br>2021-04-04: 24 incident deaths<br>,27.7003985458303,385
China,2021-04-04,0,0,China<br>2021-04-04: 0 incident deaths<br>,-0.000287105830642486,439
France,2021-04-04,185,185,France<br>2021-04-04: 185 incident deaths<br>,279.233169265487,399
Germany,2021-04-04,50,50,Germany<br>2021-04-04: 50 incident deaths<br>,149.877949094682,390
Iran,2021-04-04,161,161,Iran<br>2021-04-04: 161 incident deaths<br>,147.150682777066,409
Italy,2021-04-04,326,326,Italy<br>2021-04-04: 326 incident deaths<br>,418.319066325055,407
Netherlands,2021-04-04,24,24,Netherlands<br>2021-04-04: 24 incident deaths<br>,22.8209637924307,393
Pakistan,2021-04-04,43,43,Pakistan<br>2021-04-04: 43 incident deaths<br>,81.7415551082568,382
Russia,2021-04-04,350,350,Russia<br>2021-04-04: 350 incident deaths<br>,370.65362377382,376
South Korea,2021-04-04,4,4,South Korea<br>2021-04-04: 4 incident deaths<br>,3.59219566670473,407
Switzerland,2021-04-04,8,8,Switzerland<br>2021-04-04: 8 incident deaths<br>,11.7799387682628,391
Turkey,2021-04-04,185,185,Turkey<br>2021-04-04: 185 incident deaths<br>,195.117501525654,382
US,2021-04-04,303,303,US<br>2021-04-04: 303 incident deaths<br>,889.708875958882,399
United Kingdom,2021-04-04,10,10,United Kingdom<br>2021-04-04: 10 incident deaths<br>,27.2152495223,392
Bangladesh,2021-04-05,52,52,Bangladesh<br>2021-04-05: 52 incident deaths<br>,58.05311093181,379
Belgium,2021-04-05,33,33,Belgium<br>2021-04-05: 33 incident deaths<br>,42.5727992491623,391
Brazil,2021-04-05,1912,"1,912","Brazil<br>2021-04-05: 1,912 incident deaths<br>",2603.63139113514,384
Canada,2021-04-05,21,21,Canada<br>2021-04-05: 21 incident deaths<br>,29.5889954278075,386
China,2021-04-05,0,0,China<br>2021-04-05: 0 incident deaths<br>,0.0938970745863766,440
France,2021-04-05,197,197,France<br>2021-04-05: 197 incident deaths<br>,295.568350576693,400
Germany,2021-04-05,76,76,Germany<br>2021-04-05: 76 incident deaths<br>,163.418998534139,391
Iran,2021-04-05,172,172,Iran<br>2021-04-05: 172 incident deaths<br>,160.33679779505,410
Italy,2021-04-05,296,296,Italy<br>2021-04-05: 296 incident deaths<br>,438.956372534048,408
Netherlands,2021-04-05,11,11,Netherlands<br>2021-04-05: 11 incident deaths<br>,23.1358392522122,394
Pakistan,2021-04-05,103,103,Pakistan<br>2021-04-05: 103 incident deaths<br>,85.684282592613,383
Russia,2021-04-05,336,336,Russia<br>2021-04-05: 336 incident deaths<br>,366.660488273025,377
South Korea,2021-04-05,4,4,South Korea<br>2021-04-05: 4 incident deaths<br>,3.63981901460853,408
Switzerland,2021-04-05,20,20,Switzerland<br>2021-04-05: 20 incident deaths<br>,11.8419850935977,392
Turkey,2021-04-05,193,193,Turkey<br>2021-04-05: 193 incident deaths<br>,210.048932664147,383
US,2021-04-05,457,457,US<br>2021-04-05: 457 incident deaths<br>,998.070460681473,400
United Kingdom,2021-04-05,28,28,United Kingdom<br>2021-04-05: 28 incident deaths<br>,29.7481800501347,393
Bangladesh,2021-04-06,66,66,Bangladesh<br>2021-04-06: 66 incident deaths<br>,60.9332752726684,380
Belgium,2021-04-06,45,45,Belgium<br>2021-04-06: 45 incident deaths<br>,43.4213587494966,392
Brazil,2021-04-06,4068,"4,068","Brazil<br>2021-04-06: 4,068 incident deaths<br>",2884.2278313355,385
Canada,2021-04-06,46,46,Canada<br>2021-04-06: 46 incident deaths<br>,32.631138250123,387
China,2021-04-06,0,0,China<br>2021-04-06: 0 incident deaths<br>,0.177182756405055,441
France,2021-04-06,426,426,France<br>2021-04-06: 426 incident deaths<br>,306.42694419678,401
Germany,2021-04-06,109,109,Germany<br>2021-04-06: 109 incident deaths<br>,188.367454348888,392
Iran,2021-04-06,174,174,Iran<br>2021-04-06: 174 incident deaths<br>,168.576457129075,411
Italy,2021-04-06,421,421,Italy<br>2021-04-06: 421 incident deaths<br>,453.983364312886,409
Netherlands,2021-04-06,25,25,Netherlands<br>2021-04-06: 25 incident deaths<br>,23.662091589197,395
Pakistan,2021-04-06,102,102,Pakistan<br>2021-04-06: 102 incident deaths<br>,90.2420628659592,384
Russia,2021-04-06,382,382,Russia<br>2021-04-06: 382 incident deaths<br>,364.787066754673,378
South Korea,2021-04-06,4,4,South Korea<br>2021-04-06: 4 incident deaths<br>,3.63298340211505,409
Switzerland,2021-04-06,14,14,Switzerland<br>2021-04-06: 14 incident deaths<br>,11.3367504288699,393
Turkey,2021-04-06,211,211,Turkey<br>2021-04-06: 211 incident deaths<br>,223.827433585837,384
US,2021-04-06,864,864,US<br>2021-04-06: 864 incident deaths<br>,1057.95628402084,401
United Kingdom,2021-04-06,20,20,United Kingdom<br>2021-04-06: 20 incident deaths<br>,32.652524815994,394
Bangladesh,2021-04-07,63,63,Bangladesh<br>2021-04-07: 63 incident deaths<br>,64.1972937758594,381
Belgium,2021-04-07,54,54,Belgium<br>2021-04-07: 54 incident deaths<br>,44.1376678195845,393
Brazil,2021-04-07,3671,"3,671","Brazil<br>2021-04-07: 3,671 incident deaths<br>",3279.92088000854,386
Canada,2021-04-07,32,32,Canada<br>2021-04-07: 32 incident deaths<br>,35.0650386216799,388
China,2021-04-07,0,0,China<br>2021-04-07: 0 incident deaths<br>,0.251289051473299,442
France,2021-04-07,421,421,France<br>2021-04-07: 421 incident deaths<br>,311.603652375023,402
Germany,2021-04-07,510,510,Germany<br>2021-04-07: 510 incident deaths<br>,214.651565547769,393
Iran,2021-04-07,193,193,Iran<br>2021-04-07: 193 incident deaths<br>,174.988904854029,412
Italy,2021-04-07,627,627,Italy<br>2021-04-07: 627 incident deaths<br>,466.983726049378,410
Netherlands,2021-04-07,24,24,Netherlands<br>2021-04-07: 24 incident deaths<br>,24.4491292775113,396
