Dates,variable,value,upper_ci,color,type,date.fmt,val.fmt,text
2020-05-08,mod_4,314,1423,Moderate return,solid,May 08,314,May 08: 314 projected cases per day
2020-05-08,mod_5,453,2602,Normal (pre-intervention),solid,May 08,453,May 08: 453 projected cases per day
2020-05-08,mod_6,250,2172,Cautious return,solid,May 08,250,May 08: 250 projected cases per day
2020-05-09,mod_2,9422,56559,Soc. Dist. + Travel Ban,solid,May 09,"9,422","May 09: 9,422 projected cases per day"
2020-05-09,mod_4,352,2217,Moderate return,solid,May 09,352,May 09: 352 projected cases per day
2020-05-09,mod_5,552,3431,Normal (pre-intervention),solid,May 09,552,May 09: 552 projected cases per day
2020-05-09,mod_6,272,1589,Cautious return,solid,May 09,272,May 09: 272 projected cases per day
2020-05-10,mod_2,10139,63480,Soc. Dist. + Travel Ban,solid,May 10,"10,139","May 10: 10,139 projected cases per day"
2020-05-10,mod_4,398,2378,Moderate return,solid,May 10,398,May 10: 398 projected cases per day
2020-05-10,mod_5,678,2653,Normal (pre-intervention),solid,May 10,678,May 10: 678 projected cases per day
2020-05-10,mod_6,290,1803,Cautious return,solid,May 10,290,May 10: 290 projected cases per day
2020-05-11,mod_2,10871,74557,Soc. Dist. + Travel Ban,solid,May 11,"10,871","May 11: 10,871 projected cases per day"
2020-05-11,mod_4,459,2387,Moderate return,solid,May 11,459,May 11: 459 projected cases per day
2020-05-11,mod_5,829,4503,Normal (pre-intervention),solid,May 11,829,May 11: 829 projected cases per day
2020-05-11,mod_6,317,1556,Cautious return,solid,May 11,317,May 11: 317 projected cases per day
2020-05-12,mod_2,11563,83592,Soc. Dist. + Travel Ban,solid,May 12,"11,563","May 12: 11,563 projected cases per day"
2020-05-12,mod_4,527,2858,Moderate return,solid,May 12,527,May 12: 527 projected cases per day
2020-05-12,mod_5,1026,4927,Normal (pre-intervention),solid,May 12,"1,026","May 12: 1,026 projected cases per day"
2020-05-12,mod_6,352,2000,Cautious return,solid,May 12,352,May 12: 352 projected cases per day
2020-05-13,mod_2,12301,95001,Soc. Dist. + Travel Ban,solid,May 13,"12,301","May 13: 12,301 projected cases per day"
2020-05-13,mod_4,616,2751,Moderate return,solid,May 13,616,May 13: 616 projected cases per day
2020-05-13,mod_5,1281,5405,Normal (pre-intervention),solid,May 13,"1,281","May 13: 1,281 projected cases per day"
2020-05-13,mod_6,391,2156,Cautious return,solid,May 13,391,May 13: 391 projected cases per day
2020-05-14,mod_2,13005,102690,Soc. Dist. + Travel Ban,solid,May 14,"13,005","May 14: 13,005 projected cases per day"
2020-05-14,mod_4,717,3782,Moderate return,solid,May 14,717,May 14: 717 projected cases per day
2020-05-14,mod_5,1609,6516,Normal (pre-intervention),solid,May 14,"1,609","May 14: 1,609 projected cases per day"
2020-05-14,mod_6,433,2288,Cautious return,solid,May 14,433,May 14: 433 projected cases per day
2020-05-15,mod_2,13711,117516,Soc. Dist. + Travel Ban,solid,May 15,"13,711","May 15: 13,711 projected cases per day"
2020-05-15,mod_4,843,3332,Moderate return,solid,May 15,843,May 15: 843 projected cases per day
2020-05-15,mod_5,2034,7315,Normal (pre-intervention),solid,May 15,"2,034","May 15: 2,034 projected cases per day"
2020-05-15,mod_6,483,2477,Cautious return,solid,May 15,483,May 15: 483 projected cases per day
2020-05-16,mod_2,14405,138283,Soc. Dist. + Travel Ban,solid,May 16,"14,405","May 16: 14,405 projected cases per day"
2020-05-16,mod_4,978,3892,Moderate return,solid,May 16,978,May 16: 978 projected cases per day
2020-05-16,mod_5,2553,8972,Normal (pre-intervention),solid,May 16,"2,553","May 16: 2,553 projected cases per day"
2020-05-16,mod_6,537,2504,Cautious return,solid,May 16,537,May 16: 537 projected cases per day
2020-05-17,mod_2,15069,140894,Soc. Dist. + Travel Ban,solid,May 17,"15,069","May 17: 15,069 projected cases per day"
2020-05-17,mod_4,1157,4896,Moderate return,solid,May 17,"1,157","May 17: 1,157 projected cases per day"
2020-05-17,mod_5,3238,11737,Normal (pre-intervention),solid,May 17,"3,238","May 17: 3,238 projected cases per day"
2020-05-17,mod_6,600,2517,Cautious return,solid,May 17,600,May 17: 600 projected cases per day
2020-05-18,mod_2,15740,168830,Soc. Dist. + Travel Ban,solid,May 18,"15,740","May 18: 15,740 projected cases per day"
2020-05-18,mod_4,1372,5349,Moderate return,solid,May 18,"1,372","May 18: 1,372 projected cases per day"
2020-05-18,mod_5,4056,13888,Normal (pre-intervention),solid,May 18,"4,056","May 18: 4,056 projected cases per day"
2020-05-18,mod_6,678,3230,Cautious return,solid,May 18,678,May 18: 678 projected cases per day
2020-05-19,mod_2,16430,178890,Soc. Dist. + Travel Ban,solid,May 19,"16,430","May 19: 16,430 projected cases per day"
2020-05-19,mod_4,1620,5621,Moderate return,solid,May 19,"1,620","May 19: 1,620 projected cases per day"
2020-05-19,mod_5,5071,16416,Normal (pre-intervention),solid,May 19,"5,071","May 19: 5,071 projected cases per day"
2020-05-19,mod_6,754,3119,Cautious return,solid,May 19,754,May 19: 754 projected cases per day
2020-05-20,mod_2,17052,201799,Soc. Dist. + Travel Ban,solid,May 20,"17,052","May 20: 17,052 projected cases per day"
2020-05-20,mod_4,1923,6563,Moderate return,solid,May 20,"1,923","May 20: 1,923 projected cases per day"
2020-05-20,mod_5,6309,21346,Normal (pre-intervention),solid,May 20,"6,309","May 20: 6,309 projected cases per day"
2020-05-20,mod_6,852,2589,Cautious return,solid,May 20,852,May 20: 852 projected cases per day
2020-05-21,mod_2,17687,219460,Soc. Dist. + Travel Ban,solid,May 21,"17,687","May 21: 17,687 projected cases per day"
2020-05-21,mod_4,2218,7889,Moderate return,solid,May 21,"2,218","May 21: 2,218 projected cases per day"
2020-05-21,mod_5,7522,26984,Normal (pre-intervention),solid,May 21,"7,522","May 21: 7,522 projected cases per day"
2020-05-21,mod_6,931,4657,Cautious return,solid,May 21,931,May 21: 931 projected cases per day
2020-05-22,mod_2,18301,221553,Soc. Dist. + Travel Ban,solid,May 22,"18,301","May 22: 18,301 projected cases per day"
2020-05-22,mod_4,2546,8272,Moderate return,solid,May 22,"2,546","May 22: 2,546 projected cases per day"
2020-05-22,mod_5,8834,32335,Normal (pre-intervention),solid,May 22,"8,834","May 22: 8,834 projected cases per day"
2020-05-22,mod_6,1027,3434,Cautious return,solid,May 22,"1,027","May 22: 1,027 projected cases per day"
2020-05-23,mod_2,18926,256684,Soc. Dist. + Travel Ban,solid,May 23,"18,926","May 23: 18,926 projected cases per day"
2020-05-23,mod_4,2903,9308,Moderate return,solid,May 23,"2,903","May 23: 2,903 projected cases per day"
2020-05-23,mod_5,10226,40884,Normal (pre-intervention),solid,May 23,"10,226","May 23: 10,226 projected cases per day"
2020-05-23,mod_6,1124,4109,Cautious return,solid,May 23,"1,124","May 23: 1,124 projected cases per day"
2020-05-24,mod_2,19468,276064,Soc. Dist. + Travel Ban,solid,May 24,"19,468","May 24: 19,468 projected cases per day"
2020-05-24,mod_4,3283,10354,Moderate return,solid,May 24,"3,283","May 24: 3,283 projected cases per day"
2020-05-24,mod_5,11685,45779,Normal (pre-intervention),solid,May 24,"11,685","May 24: 11,685 projected cases per day"
2020-05-24,mod_6,1224,4426,Cautious return,solid,May 24,"1,224","May 24: 1,224 projected cases per day"
2020-05-25,mod_2,20044,289741,Soc. Dist. + Travel Ban,solid,May 25,"20,044","May 25: 20,044 projected cases per day"
2020-05-25,mod_4,3685,11600,Moderate return,solid,May 25,"3,685","May 25: 3,685 projected cases per day"
2020-05-25,mod_5,13214,63324,Normal (pre-intervention),solid,May 25,"13,214","May 25: 13,214 projected cases per day"
2020-05-25,mod_6,1345,5102,Cautious return,solid,May 25,"1,345","May 25: 1,345 projected cases per day"
2020-05-26,mod_2,20568,331131,Soc. Dist. + Travel Ban,solid,May 26,"20,568","May 26: 20,568 projected cases per day"
2020-05-26,mod_4,4089,13728,Moderate return,solid,May 26,"4,089","May 26: 4,089 projected cases per day"
2020-05-26,mod_5,14776,75604,Normal (pre-intervention),solid,May 26,"14,776","May 26: 14,776 projected cases per day"
2020-05-26,mod_6,1454,5034,Cautious return,solid,May 26,"1,454","May 26: 1,454 projected cases per day"
2020-05-27,mod_2,21085,330498,Soc. Dist. + Travel Ban,solid,May 27,"21,085","May 27: 21,085 projected cases per day"
2020-05-27,mod_4,4537,13869,Moderate return,solid,May 27,"4,537","May 27: 4,537 projected cases per day"
2020-05-27,mod_5,16359,87540,Normal (pre-intervention),solid,May 27,"16,359","May 27: 16,359 projected cases per day"
2020-05-27,mod_6,1589,5191,Cautious return,solid,May 27,"1,589","May 27: 1,589 projected cases per day"
2020-05-28,mod_2,21576,354997,Soc. Dist. + Travel Ban,solid,May 28,"21,576","May 28: 21,576 projected cases per day"
2020-05-28,mod_4,4985,16860,Moderate return,solid,May 28,"4,985","May 28: 4,985 projected cases per day"
2020-05-28,mod_5,17955,113502,Normal (pre-intervention),solid,May 28,"17,955","May 28: 17,955 projected cases per day"
2020-05-28,mod_6,1713,5356,Cautious return,solid,May 28,"1,713","May 28: 1,713 projected cases per day"
2020-05-29,mod_2,22031,357175,Soc. Dist. + Travel Ban,solid,May 29,"22,031","May 29: 22,031 projected cases per day"
2020-05-29,mod_4,5451,18713,Moderate return,solid,May 29,"5,451","May 29: 5,451 projected cases per day"
2020-05-29,mod_5,19535,130095,Normal (pre-intervention),solid,May 29,"19,535","May 29: 19,535 projected cases per day"
2020-05-29,mod_6,1842,5811,Cautious return,solid,May 29,"1,842","May 29: 1,842 projected cases per day"
2020-05-30,mod_2,22455,399447,Soc. Dist. + Travel Ban,solid,May 30,"22,455","May 30: 22,455 projected cases per day"
2020-05-30,mod_4,5904,22703,Moderate return,solid,May 30,"5,904","May 30: 5,904 projected cases per day"
2020-05-30,mod_5,21073,161158,Normal (pre-intervention),solid,May 30,"21,073","May 30: 21,073 projected cases per day"
2020-05-30,mod_6,1989,7132,Cautious return,solid,May 30,"1,989","May 30: 1,989 projected cases per day"
2020-05-31,mod_2,22870,408390,Soc. Dist. + Travel Ban,solid,May 31,"22,870","May 31: 22,870 projected cases per day"
2020-05-31,mod_4,6394,23330,Moderate return,solid,May 31,"6,394","May 31: 6,394 projected cases per day"
2020-05-31,mod_5,22593,199806,Normal (pre-intervention),solid,May 31,"22,593","May 31: 22,593 projected cases per day"
2020-05-31,mod_6,2134,6894,Cautious return,solid,May 31,"2,134","May 31: 2,134 projected cases per day"
2020-06-01,mod_2,23264,445976,Soc. Dist. + Travel Ban,solid,Jun 01,"23,264","Jun 01: 23,264 projected cases per day"
2020-06-01,mod_4,6872,25480,Moderate return,solid,Jun 01,"6,872","Jun 01: 6,872 projected cases per day"
2020-06-01,mod_5,24017,234824,Normal (pre-intervention),solid,Jun 01,"24,017","Jun 01: 24,017 projected cases per day"
2020-06-01,mod_6,2297,8149,Cautious return,solid,Jun 01,"2,297","Jun 01: 2,297 projected cases per day"
2020-06-02,mod_2,23605,435467,Soc. Dist. + Travel Ban,solid,Jun 02,"23,605","Jun 02: 23,605 projected cases per day"
2020-06-02,mod_4,7356,29927,Moderate return,solid,Jun 02,"7,356","Jun 02: 7,356 projected cases per day"
2020-06-02,mod_5,25376,278228,Normal (pre-intervention),solid,Jun 02,"25,376","Jun 02: 25,376 projected cases per day"
2020-06-02,mod_6,2457,7787,Cautious return,solid,Jun 02,"2,457","Jun 02: 2,457 projected cases per day"
2020-06-03,mod_2,23946,459232,Soc. Dist. + Travel Ban,solid,Jun 03,"23,946","Jun 03: 23,946 projected cases per day"
2020-06-03,mod_4,7851,33431,Moderate return,solid,Jun 03,"7,851","Jun 03: 7,851 projected cases per day"
2020-06-03,mod_5,26642,326305,Normal (pre-intervention),solid,Jun 03,"26,642","Jun 03: 26,642 projected cases per day"
2020-06-03,mod_6,2618,8938,Cautious return,solid,Jun 03,"2,618","Jun 03: 2,618 projected cases per day"
2020-06-04,mod_2,24223,480397,Soc. Dist. + Travel Ban,solid,Jun 04,"24,223","Jun 04: 24,223 projected cases per day"
2020-06-04,mod_4,8317,36362,Moderate return,solid,Jun 04,"8,317","Jun 04: 8,317 projected cases per day"
2020-06-04,mod_5,27819,374144,Normal (pre-intervention),solid,Jun 04,"27,819","Jun 04: 27,819 projected cases per day"
2020-06-04,mod_6,2788,8831,Cautious return,solid,Jun 04,"2,788","Jun 04: 2,788 projected cases per day"
2020-06-05,mod_2,24516,518019,Soc. Dist. + Travel Ban,solid,Jun 05,"24,516","Jun 05: 24,516 projected cases per day"
2020-06-05,mod_4,8774,43460,Moderate return,solid,Jun 05,"8,774","Jun 05: 8,774 projected cases per day"
2020-06-05,mod_5,28929,435746,Normal (pre-intervention),solid,Jun 05,"28,929","Jun 05: 28,929 projected cases per day"
2020-06-05,mod_6,2952,9967,Cautious return,solid,Jun 05,"2,952","Jun 05: 2,952 projected cases per day"
2020-06-06,mod_2,24766,495280,Soc. Dist. + Travel Ban,solid,Jun 06,"24,766","Jun 06: 24,766 projected cases per day"
2020-06-06,mod_4,9262,48190,Moderate return,solid,Jun 06,"9,262","Jun 06: 9,262 projected cases per day"
2020-06-06,mod_5,29949,505184,Normal (pre-intervention),solid,Jun 06,"29,949","Jun 06: 29,949 projected cases per day"
2020-06-06,mod_6,3138,11154,Cautious return,solid,Jun 06,"3,138","Jun 06: 3,138 projected cases per day"
2020-06-07,mod_2,24977,527267,Soc. Dist. + Travel Ban,solid,Jun 07,"24,977","Jun 07: 24,977 projected cases per day"
2020-06-07,mod_4,9712,53090,Moderate return,solid,Jun 07,"9,712","Jun 07: 9,712 projected cases per day"
2020-06-07,mod_5,30866,503235,Normal (pre-intervention),solid,Jun 07,"30,866","Jun 07: 30,866 projected cases per day"
2020-06-07,mod_6,3323,13552,Cautious return,solid,Jun 07,"3,323","Jun 07: 3,323 projected cases per day"
2020-06-08,mod_2,25202,511316,Soc. Dist. + Travel Ban,solid,Jun 08,"25,202","Jun 08: 25,202 projected cases per day"
2020-06-08,mod_4,10152,60337,Moderate return,solid,Jun 08,"10,152","Jun 08: 10,152 projected cases per day"
2020-06-08,mod_5,31735,594170,Normal (pre-intervention),solid,Jun 08,"31,735","Jun 08: 31,735 projected cases per day"
2020-06-08,mod_6,3497,11273,Cautious return,solid,Jun 08,"3,497","Jun 08: 3,497 projected cases per day"
2020-06-09,mod_2,25404,535315,Soc. Dist. + Travel Ban,solid,Jun 09,"25,404","Jun 09: 25,404 projected cases per day"
2020-06-09,mod_4,10591,66449,Moderate return,solid,Jun 09,"10,591","Jun 09: 10,591 projected cases per day"
2020-06-09,mod_5,32494,618048,Normal (pre-intervention),solid,Jun 09,"32,494","Jun 09: 32,494 projected cases per day"
2020-06-09,mod_6,3669,13076,Cautious return,solid,Jun 09,"3,669","Jun 09: 3,669 projected cases per day"
2020-06-10,mod_2,25590,548133,Soc. Dist. + Travel Ban,solid,Jun 10,"25,590","Jun 10: 25,590 projected cases per day"
2020-06-10,mod_4,11005,76072,Moderate return,solid,Jun 10,"11,005","Jun 10: 11,005 projected cases per day"
2020-06-10,mod_5,33196,646360,Normal (pre-intervention),solid,Jun 10,"33,196","Jun 10: 33,196 projected cases per day"
2020-06-10,mod_6,3847,15559,Cautious return,solid,Jun 10,"3,847","Jun 10: 3,847 projected cases per day"
2020-06-11,mod_2,25726,525337,Soc. Dist. + Travel Ban,solid,Jun 11,"25,726","Jun 11: 25,726 projected cases per day"
2020-06-11,mod_4,11420,77215,Moderate return,solid,Jun 11,"11,420","Jun 11: 11,420 projected cases per day"
2020-06-11,mod_5,33823,707007,Normal (pre-intervention),solid,Jun 11,"33,823","Jun 11: 33,823 projected cases per day"
2020-06-11,mod_6,4012,14768,Cautious return,solid,Jun 11,"4,012","Jun 11: 4,012 projected cases per day"
2020-06-12,mod_2,25882,512905,Soc. Dist. + Travel Ban,solid,Jun 12,"25,882","Jun 12: 25,882 projected cases per day"
2020-06-12,mod_4,11834,103486,Moderate return,solid,Jun 12,"11,834","Jun 12: 11,834 projected cases per day"
2020-06-12,mod_5,34335,727921,Normal (pre-intervention),solid,Jun 12,"34,335","Jun 12: 34,335 projected cases per day"
2020-06-12,mod_6,4197,16501,Cautious return,solid,Jun 12,"4,197","Jun 12: 4,197 projected cases per day"
2020-06-13,mod_2,25967,514902,Soc. Dist. + Travel Ban,solid,Jun 13,"25,967","Jun 13: 25,967 projected cases per day"
2020-06-13,mod_4,12200,96287,Moderate return,solid,Jun 13,"12,200","Jun 13: 12,200 projected cases per day"
2020-06-13,mod_5,34802,758017,Normal (pre-intervention),solid,Jun 13,"34,802","Jun 13: 34,802 projected cases per day"
2020-06-13,mod_6,4363,17637,Cautious return,solid,Jun 13,"4,363","Jun 13: 4,363 projected cases per day"
2020-06-14,mod_2,26061,521326,Soc. Dist. + Travel Ban,solid,Jun 14,"26,061","Jun 14: 26,061 projected cases per day"
2020-06-14,mod_4,12593,118534,Moderate return,solid,Jun 14,"12,593","Jun 14: 12,593 projected cases per day"
2020-06-14,mod_5,35189,763156,Normal (pre-intervention),solid,Jun 14,"35,189","Jun 14: 35,189 projected cases per day"
2020-06-14,mod_6,4532,16522,Cautious return,solid,Jun 14,"4,532","Jun 14: 4,532 projected cases per day"
2020-06-15,mod_2,26157,500096,Soc. Dist. + Travel Ban,solid,Jun 15,"26,157","Jun 15: 26,157 projected cases per day"
2020-06-15,mod_4,12940,117892,Moderate return,solid,Jun 15,"12,940","Jun 15: 12,940 projected cases per day"
2020-06-15,mod_5,35480,853439,Normal (pre-intervention),solid,Jun 15,"35,480","Jun 15: 35,480 projected cases per day"
2020-06-15,mod_6,4699,20975,Cautious return,solid,Jun 15,"4,699","Jun 15: 4,699 projected cases per day"
2020-06-16,mod_2,26230,499866,Soc. Dist. + Travel Ban,solid,Jun 16,"26,230","Jun 16: 26,230 projected cases per day"
2020-06-16,mod_4,13286,146655,Moderate return,solid,Jun 16,"13,286","Jun 16: 13,286 projected cases per day"
2020-06-16,mod_5,35703,848986,Normal (pre-intervention),solid,Jun 16,"35,703","Jun 16: 35,703 projected cases per day"
2020-06-16,mod_6,4864,22700,Cautious return,solid,Jun 16,"4,864","Jun 16: 4,864 projected cases per day"
2020-06-17,mod_2,26285,452734,Soc. Dist. + Travel Ban,solid,Jun 17,"26,285","Jun 17: 26,285 projected cases per day"
2020-06-17,mod_4,13635,144744,Moderate return,solid,Jun 17,"13,635","Jun 17: 13,635 projected cases per day"
2020-06-17,mod_5,35869,845243,Normal (pre-intervention),solid,Jun 17,"35,869","Jun 17: 35,869 projected cases per day"
2020-06-17,mod_6,4997,22451,Cautious return,solid,Jun 17,"4,997","Jun 17: 4,997 projected cases per day"
2020-06-18,mod_2,26322,460340,Soc. Dist. + Travel Ban,solid,Jun 18,"26,322","Jun 18: 26,322 projected cases per day"
2020-06-18,mod_4,13908,160131,Moderate return,solid,Jun 18,"13,908","Jun 18: 13,908 projected cases per day"
2020-06-18,mod_5,35984,892820,Normal (pre-intervention),solid,Jun 18,"35,984","Jun 18: 35,984 projected cases per day"
2020-06-18,mod_6,5162,25140,Cautious return,solid,Jun 18,"5,162","Jun 18: 5,162 projected cases per day"
2020-06-19,mod_2,26323,443097,Soc. Dist. + Travel Ban,solid,Jun 19,"26,323","Jun 19: 26,323 projected cases per day"
2020-06-19,mod_4,14210,176847,Moderate return,solid,Jun 19,"14,210","Jun 19: 14,210 projected cases per day"
2020-06-19,mod_5,36052,910220,Normal (pre-intervention),solid,Jun 19,"36,052","Jun 19: 36,052 projected cases per day"
2020-06-19,mod_6,5312,22620,Cautious return,solid,Jun 19,"5,312","Jun 19: 5,312 projected cases per day"
2020-06-20,mod_2,26317,358941,Soc. Dist. + Travel Ban,solid,Jun 20,"26,317","Jun 20: 26,317 projected cases per day"
2020-06-20,mod_4,14479,187711,Moderate return,solid,Jun 20,"14,479","Jun 20: 14,479 projected cases per day"
2020-06-20,mod_5,36027,854996,Normal (pre-intervention),solid,Jun 20,"36,027","Jun 20: 36,027 projected cases per day"
2020-06-20,mod_6,5453,29042,Cautious return,solid,Jun 20,"5,453","Jun 20: 5,453 projected cases per day"
2020-06-21,mod_2,26301,392352,Soc. Dist. + Travel Ban,solid,Jun 21,"26,301","Jun 21: 26,301 projected cases per day"
2020-06-21,mod_4,14728,202538,Moderate return,solid,Jun 21,"14,728","Jun 21: 14,728 projected cases per day"
2020-06-21,mod_5,35950,820410,Normal (pre-intervention),solid,Jun 21,"35,950","Jun 21: 35,950 projected cases per day"
2020-06-21,mod_6,5581,30975,Cautious return,solid,Jun 21,"5,581","Jun 21: 5,581 projected cases per day"
2020-06-22,mod_2,26315,384850,Soc. Dist. + Travel Ban,solid,Jun 22,"26,315","Jun 22: 26,315 projected cases per day"
2020-06-22,mod_4,14974,223249,Moderate return,solid,Jun 22,"14,974","Jun 22: 14,974 projected cases per day"
2020-06-22,mod_5,35859,859866,Normal (pre-intervention),solid,Jun 22,"35,859","Jun 22: 35,859 projected cases per day"
2020-06-22,mod_6,5725,30807,Cautious return,solid,Jun 22,"5,725","Jun 22: 5,725 projected cases per day"
2020-06-23,mod_2,26247,348124,Soc. Dist. + Travel Ban,solid,Jun 23,"26,247","Jun 23: 26,247 projected cases per day"
2020-06-23,mod_4,15182,232227,Moderate return,solid,Jun 23,"15,182","Jun 23: 15,182 projected cases per day"
2020-06-23,mod_5,35712,809762,Normal (pre-intervention),solid,Jun 23,"35,712","Jun 23: 35,712 projected cases per day"
2020-06-23,mod_6,5856,34027,Cautious return,solid,Jun 23,"5,856","Jun 23: 5,856 projected cases per day"
2020-06-24,mod_2,26237,373115,Soc. Dist. + Travel Ban,solid,Jun 24,"26,237","Jun 24: 26,237 projected cases per day"
2020-06-24,mod_4,15402,252178,Moderate return,solid,Jun 24,"15,402","Jun 24: 15,402 projected cases per day"
2020-06-24,mod_5,35510,777592,Normal (pre-intervention),solid,Jun 24,"35,510","Jun 24: 35,510 projected cases per day"
2020-06-24,mod_6,5990,39452,Cautious return,solid,Jun 24,"5,990","Jun 24: 5,990 projected cases per day"
2020-06-25,mod_2,26188,303135,Soc. Dist. + Travel Ban,solid,Jun 25,"26,188","Jun 25: 26,188 projected cases per day"
2020-06-25,mod_4,15584,251756,Moderate return,solid,Jun 25,"15,584","Jun 25: 15,584 projected cases per day"
2020-06-25,mod_5,35280,754096,Normal (pre-intervention),solid,Jun 25,"35,280","Jun 25: 35,280 projected cases per day"
2020-06-25,mod_6,6110,35357,Cautious return,solid,Jun 25,"6,110","Jun 25: 6,110 projected cases per day"
2020-06-26,mod_2,26111,298993,Soc. Dist. + Travel Ban,solid,Jun 26,"26,111","Jun 26: 26,111 projected cases per day"
2020-06-26,mod_4,15745,287640,Moderate return,solid,Jun 26,"15,745","Jun 26: 15,745 projected cases per day"
2020-06-26,mod_5,35068,684159,Normal (pre-intervention),solid,Jun 26,"35,068","Jun 26: 35,068 projected cases per day"
2020-06-26,mod_6,6231,41575,Cautious return,solid,Jun 26,"6,231","Jun 26: 6,231 projected cases per day"
2020-06-27,mod_2,26036,302160,Soc. Dist. + Travel Ban,solid,Jun 27,"26,036","Jun 27: 26,036 projected cases per day"
2020-06-27,mod_4,15916,283813,Moderate return,solid,Jun 27,"15,916","Jun 27: 15,916 projected cases per day"
2020-06-27,mod_5,34802,715185,Normal (pre-intervention),solid,Jun 27,"34,802","Jun 27: 34,802 projected cases per day"
2020-06-27,mod_6,6324,42919,Cautious return,solid,Jun 27,"6,324","Jun 27: 6,324 projected cases per day"
2020-06-28,mod_2,25962,258107,Soc. Dist. + Travel Ban,solid,Jun 28,"25,962","Jun 28: 25,962 projected cases per day"
2020-06-28,mod_4,16081,312564,Moderate return,solid,Jun 28,"16,081","Jun 28: 16,081 projected cases per day"
2020-06-28,mod_5,34421,615658,Normal (pre-intervention),solid,Jun 28,"34,421","Jun 28: 34,421 projected cases per day"
2020-06-28,mod_6,6436,50323,Cautious return,solid,Jun 28,"6,436","Jun 28: 6,436 projected cases per day"
2020-06-29,mod_2,25858,235532,Soc. Dist. + Travel Ban,solid,Jun 29,"25,858","Jun 29: 25,858 projected cases per day"
2020-06-29,mod_4,16197,338843,Moderate return,solid,Jun 29,"16,197","Jun 29: 16,197 projected cases per day"
2020-06-29,mod_5,34125,554461,Normal (pre-intervention),solid,Jun 29,"34,125","Jun 29: 34,125 projected cases per day"
