Dates	variable	value	color
2020-04-15	mod_4	2742	blue
2020-04-15	mod_4_up	19762	blue
2020-04-16	mod_3	116795	red
2020-04-16	mod_2	9655	green
2020-04-16	mod_4	2848	blue
2020-04-16	mod_4_up	21499	blue
2020-04-17	mod_3	142368	red
2020-04-17	mod_2	11917	green
2020-04-17	mod_4	2985	blue
2020-04-17	mod_4_up	20472	blue
2020-04-18	mod_3	171815	red
2020-04-18	mod_2	14788	green
2020-04-18	mod_4	3125	blue
2020-04-18	mod_4_up	23345	blue
2020-04-19	mod_3	205243	red
2020-04-19	mod_2	18306	green
2020-04-19	mod_4	3259	blue
2020-04-19	mod_4_up	23807	blue
2020-04-20	mod_3	242788	red
2020-04-20	mod_2	22709	green
2020-04-20	mod_4	3432	blue
2020-04-20	mod_4_up	23447	blue
2020-04-21	mod_3	284475	red
2020-04-21	mod_2	27827	green
2020-04-21	mod_4	3567	blue
2020-04-21	mod_4_up	25081	blue
2020-04-22	mod_3	330243	red
2020-04-22	mod_2	33806	green
2020-04-22	mod_4	3717	blue
2020-04-22	mod_4_up	26305	blue
2020-04-23	mod_3	379911	red
2020-04-23	mod_2	40603	green
2020-04-23	mod_4	3908	blue
2020-04-23	mod_4_up	27800	blue
2020-04-24	mod_3	433267	red
2020-04-24	mod_2	48105	green
2020-04-24	mod_4	4106	blue
2020-04-24	mod_4_up	28201	blue
2020-04-25	mod_3	489908	red
2020-04-25	mod_2	56505	green
2020-04-25	mod_4	4376	blue
2020-04-25	mod_4_up	30201	blue
2020-04-26	mod_3	549569	red
2020-04-26	mod_2	65607	green
2020-04-26	mod_4	4641	blue
2020-04-26	mod_4_up	30892	blue
2020-04-27	mod_3	611495	red
2020-04-27	mod_2	75550	green
2020-04-27	mod_4	4966	blue
2020-04-27	mod_4_up	30684	blue
2020-04-28	mod_3	675830	red
2020-04-28	mod_2	86218	green
2020-04-28	mod_4	5308	blue
2020-04-28	mod_4_up	32490	blue
2020-04-29	mod_3	742031	red
2020-04-29	mod_2	97459	green
2020-04-29	mod_4	5674	blue
2020-04-29	mod_4_up	34590	blue
2020-04-30	mod_3	809781	red
2020-04-30	mod_2	109433	green
2020-04-30	mod_4	6170	blue
2020-04-30	mod_4_up	35918	blue
2020-05-01	mod_3	878732	red
2020-05-01	mod_2	121869	green
2020-05-01	mod_4	6792	blue
2020-05-01	mod_4_up	39184	blue
2020-05-02	mod_3	948919	red
2020-05-02	mod_2	134743	green
2020-05-02	mod_4	7493	blue
2020-05-02	mod_4_up	41040	blue
2020-05-03	mod_3	1020054	red
2020-05-03	mod_2	147945	green
2020-05-03	mod_4	8361	blue
2020-05-03	mod_4_up	39311	blue
2020-05-04	mod_3	1091776	red
2020-05-04	mod_2	161425	green
2020-05-04	mod_4	9426	blue
2020-05-04	mod_4_up	43793	blue
2020-05-05	mod_3	1163205	red
2020-05-05	mod_2	175239	green
2020-05-05	mod_4	10738	blue
2020-05-05	mod_4_up	51511	blue
2020-05-06	mod_3	1235137	red
2020-05-06	mod_2	189601	green
2020-05-06	mod_4	12303	blue
2020-05-06	mod_4_up	53823	blue
2020-05-07	mod_3	1307036	red
2020-05-07	mod_2	204460	green
2020-05-07	mod_4	14280	blue
2020-05-07	mod_4_up	55381	blue
2020-05-08	mod_3	1378252	red
2020-05-08	mod_2	219779	green
2020-05-08	mod_4	16586	blue
2020-05-08	mod_4_up	60839	blue
2020-05-09	mod_3	1449650	red
2020-05-09	mod_2	235621	green
2020-05-09	mod_4	19389	blue
2020-05-09	mod_4_up	62411	blue
2020-05-10	mod_3	1520492	red
2020-05-10	mod_2	252019	green
2020-05-10	mod_4	22741	blue
2020-05-10	mod_4_up	70446	blue
2020-05-11	mod_3	1590752	red
2020-05-11	mod_2	268891	green
2020-05-11	mod_4	26635	blue
2020-05-11	mod_4_up	77741	blue
2020-05-12	mod_3	1660061	red
2020-05-12	mod_2	286488	green
2020-05-12	mod_4	31164	blue
2020-05-12	mod_4_up	87731	blue
2020-05-13	mod_3	1729208	red
2020-05-13	mod_2	304460	green
2020-05-13	mod_4	36393	blue
2020-05-13	mod_4_up	97860	blue
2020-05-14	mod_3	1797206	red
2020-05-14	mod_2	323274	green
2020-05-14	mod_4	42121	blue
2020-05-14	mod_4_up	121723	blue
2020-05-15	mod_3	1864807	red
2020-05-15	mod_2	342704	green
2020-05-15	mod_4	48450	blue
2020-05-15	mod_4_up	136393	blue
2020-05-16	mod_3	1932312	red
2020-05-16	mod_2	362496	green
2020-05-16	mod_4	55234	blue
2020-05-16	mod_4_up	156375	blue
2020-05-17	mod_3	1998789	red
2020-05-17	mod_2	382883	green
2020-05-17	mod_4	62624	blue
2020-05-17	mod_4_up	188139	blue
2020-05-18	mod_3	2064647	red
2020-05-18	mod_2	403555	green
2020-05-18	mod_4	70261	blue
2020-05-18	mod_4_up	214292	blue
2020-05-19	mod_3	2129957	red
2020-05-19	mod_2	424709	green
2020-05-19	mod_4	78394	blue
2020-05-19	mod_4_up	248282	blue
2020-05-20	mod_3	2194754	red
2020-05-20	mod_2	446009	green
2020-05-20	mod_4	86885	blue
2020-05-20	mod_4_up	296432	blue
2020-05-21	mod_3	2258555	red
2020-05-21	mod_2	467583	green
2020-05-21	mod_4	95838	blue
2020-05-21	mod_4_up	323741	blue
2020-05-22	mod_3	2321644	red
2020-05-22	mod_2	489473	green
2020-05-22	mod_4	105255	blue
2020-05-22	mod_4_up	356966	blue
2020-05-23	mod_3	2383753	red
2020-05-23	mod_2	511457	green
2020-05-23	mod_4	115039	blue
2020-05-23	mod_4_up	451324	blue
2020-05-24	mod_3	2445224	red
2020-05-24	mod_2	533781	green
2020-05-24	mod_4	125224	blue
2020-05-24	mod_4_up	518243	blue
2020-05-25	mod_3	2506061	red
2020-05-25	mod_2	556462	green
2020-05-25	mod_4	135937	blue
2020-05-25	mod_4_up	554191	blue
2020-05-26	mod_3	2565848	red
2020-05-26	mod_2	579233	green
2020-05-26	mod_4	147243	blue
2020-05-26	mod_4_up	684197	blue
2020-05-27	mod_3	2624749	red
2020-05-27	mod_2	602154	green
2020-05-27	mod_4	158929	blue
2020-05-27	mod_4_up	743182	blue
2020-05-28	mod_3	2682730	red
2020-05-28	mod_2	625125	green
2020-05-28	mod_4	171160	blue
2020-05-28	mod_4_up	824861	blue
2020-05-29	mod_3	2739940	red
2020-05-29	mod_2	648224	green
2020-05-29	mod_4	183710	blue
2020-05-29	mod_4_up	973323	blue
2020-05-30	mod_3	2796224	red
2020-05-30	mod_2	671700	green
2020-05-30	mod_4	196620	blue
2020-05-30	mod_4_up	1168808	blue
2020-05-31	mod_3	2851226	red
2020-05-31	mod_2	695255	green
2020-05-31	mod_4	209916	blue
2020-05-31	mod_4_up	1299360	blue
2020-06-01	mod_3	2905247	red
2020-06-01	mod_2	718770	green
2020-06-01	mod_4	223377	blue
2020-06-01	mod_4_up	1466484	blue
2020-06-02	mod_3	2958216	red
2020-06-02	mod_2	742030	green
2020-06-02	mod_4	237085	blue
2020-06-02	mod_4_up	1754712	blue
2020-06-03	mod_3	3009979	red
2020-06-03	mod_2	765446	green
2020-06-03	mod_4	250844	blue
2020-06-03	mod_4_up	1935727	blue
2020-06-04	mod_3	3061176	red
2020-06-04	mod_2	788953	green
2020-06-04	mod_4	264927	blue
2020-06-04	mod_4_up	2022557	blue
2020-06-05	mod_3	3111113	red
2020-06-05	mod_2	812383	green
2020-06-05	mod_4	279097	blue
2020-06-05	mod_4_up	2190393	blue
2020-06-06	mod_3	3159839	red
2020-06-06	mod_2	835691	green
2020-06-06	mod_4	293637	blue
2020-06-06	mod_4_up	2616470	blue
2020-06-07	mod_3	3207501	red
2020-06-07	mod_2	859108	green
2020-06-07	mod_4	308195	blue
2020-06-07	mod_4_up	2922837	blue
2020-06-08	mod_3	3253621	red
2020-06-08	mod_2	882372	green
2020-06-08	mod_4	322725	blue
2020-06-08	mod_4_up	3346160	blue
2020-06-09	mod_3	3299104	red
2020-06-09	mod_2	905748	green
2020-06-09	mod_4	337139	blue
2020-06-09	mod_4_up	3864689	blue
2020-06-10	mod_3	3343363	red
2020-06-10	mod_2	929102	green
2020-06-10	mod_4	351691	blue
2020-06-10	mod_4_up	4237845	blue
2020-06-11	mod_3	3386307	red
2020-06-11	mod_2	952289	green
2020-06-11	mod_4	366419	blue
2020-06-11	mod_4_up	4691633	blue
2020-06-12	mod_3	3428489	red
2020-06-12	mod_2	975315	green
2020-06-12	mod_4	380963	blue
2020-06-12	mod_4_up	5123792	blue
2020-06-13	mod_3	3469581	red
2020-06-13	mod_2	998227	green
2020-06-13	mod_4	395925	blue
2020-06-13	mod_4_up	5565657	blue
2020-06-14	mod_3	3509999	red
2020-06-14	mod_2	1021045	green
2020-06-14	mod_4	410589	blue
2020-06-14	mod_4_up	5692027	blue
2020-06-15	mod_3	3549283	red
2020-06-15	mod_2	1043880	green
2020-06-15	mod_4	425189	blue
2020-06-15	mod_4_up	6343375	blue
2020-06-16	mod_3	3587699	red
2020-06-16	mod_2	1066580	green
2020-06-16	mod_4	439784	blue
2020-06-16	mod_4_up	6622677	blue
2020-06-17	mod_3	3624990	red
2020-06-17	mod_2	1088803	green
2020-06-17	mod_4	454228	blue
2020-06-17	mod_4_up	7117830	blue
2020-06-18	mod_3	3661237	red
2020-06-18	mod_2	1111097	green
2020-06-18	mod_4	468487	blue
2020-06-18	mod_4_up	7547504	blue
2020-06-19	mod_3	3696836	red
2020-06-19	mod_2	1133510	green
2020-06-19	mod_4	482809	blue
2020-06-19	mod_4_up	7826273	blue
2020-06-20	mod_3	3731520	red
2020-06-20	mod_2	1155609	green
2020-06-20	mod_4	497006	blue
2020-06-20	mod_4_up	8446023	blue
2020-06-21	mod_3	3765501	red
2020-06-21	mod_2	1177509	green
2020-06-21	mod_4	510951	blue
2020-06-21	mod_4_up	8595071	blue
2020-06-22	mod_3	3798533	red
2020-06-22	mod_2	1199194	green
2020-06-22	mod_4	524713	blue
2020-06-22	mod_4_up	8882163	blue
2020-06-23	mod_3	3830768	red
2020-06-23	mod_2	1220866	green
2020-06-23	mod_4	538355	blue
2020-06-23	mod_4_up	9467864	blue
2020-06-24	mod_3	3862170	red
2020-06-24	mod_2	1242647	green
2020-06-24	mod_4	551856	blue
2020-06-24	mod_4_up	9720447	blue
2020-06-25	mod_3	3892913	red
2020-06-25	mod_2	1263742	green
2020-06-25	mod_4	565443	blue
2020-06-25	mod_4_up	10101743	blue
2020-06-26	mod_3	3922648	red
2020-06-26	mod_2	1284629	green
2020-06-26	mod_4	578981	blue
2020-06-26	mod_4_up	10394292	blue
2020-06-27	mod_3	3951763	red
2020-06-27	mod_2	1305505	green
2020-06-27	mod_4	592092	blue
2020-06-27	mod_4_up	10725281	blue
2020-06-28	mod_3	3980563	red
2020-06-28	mod_2	1326038	green
2020-06-28	mod_4	605012	blue
2020-06-28	mod_4_up	11085091	blue
2020-06-29	mod_3	4008576	red
2020-06-29	mod_2	1346400	green
2020-06-29	mod_4	617923	blue
2020-06-29	mod_4_up	11296983	blue
2020-06-30	mod_3	4035989	red
2020-06-30	mod_2	1366427	green
2020-06-30	mod_4	630544	blue
2020-06-30	mod_4_up	11685427	blue
2020-07-01	mod_3	4063179	red
2020-07-01	mod_2	1385982	green
2020-07-01	mod_4	643190	blue
2020-07-01	mod_4_up	11824317	blue
2020-07-02	mod_3	4089762	red
2020-07-02	mod_2	1405510	green
2020-07-02	mod_4	655431	blue
2020-07-02	mod_4_up	12229893	blue
2020-07-03	mod_3	4115395	red
2020-07-03	mod_2	1424887	green
2020-07-03	mod_4	667474	blue
2020-07-03	mod_4_up	12490234	blue
2020-07-04	mod_3	4140741	red
2020-07-04	mod_2	1444379	green
2020-07-04	mod_4	679531	blue
2020-07-04	mod_4_up	12787553	blue
2020-07-05	mod_3	4165331	red
2020-07-05	mod_2	1463232	green
2020-07-05	mod_4	691490	blue
2020-07-05	mod_4_up	12861280	blue
2020-07-06	mod_3	4189466	red
2020-07-06	mod_2	1481650	green
2020-07-06	mod_4	703285	blue
2020-07-06	mod_4_up	13141282	blue
2020-07-07	mod_3	4212889	red
2020-07-07	mod_2	1499558	green
2020-07-07	mod_4	715217	blue
2020-07-07	mod_4_up	13259093	blue
2020-07-08	mod_3	4236314	red
2020-07-08	mod_2	1517188	green
2020-07-08	mod_4	726977	blue
2020-07-08	mod_4_up	13559471	blue
2020-07-09	mod_3	4258695	red
2020-07-09	mod_2	1534581	green
2020-07-09	mod_4	738620	blue
2020-07-09	mod_4_up	13586596	blue
2020-07-10	mod_3	4281264	red
2020-07-10	mod_2	1551756	green
2020-07-10	mod_4	750214	blue
2020-07-10	mod_4_up	13774698	blue
2020-07-11	mod_3	4303357	red
2020-07-11	mod_2	1568905	green
2020-07-11	mod_4	761773	blue
2020-07-11	mod_4_up	13961932	blue
2020-07-12	mod_3	4324610	red
2020-07-12	mod_2	1585503	green
2020-07-12	mod_4	773221	blue
2020-07-12	mod_4_up	14038889	blue
2020-07-13	mod_3	4345903	red
2020-07-13	mod_2	1601842	green
2020-07-13	mod_4	784586	blue
2020-07-13	mod_4_up	14172595	blue
2020-07-14	mod_3	4366467	red
2020-07-14	mod_2	1617264	green
2020-07-14	mod_4	795873	blue
2020-07-14	mod_4_up	14354557	blue
2020-07-15	mod_3	4386838	red
2020-07-15	mod_2	1632612	green
2020-07-15	mod_4	807040	blue
2020-07-15	mod_4_up	14309323	blue
2020-07-16	mod_3	4406819	red
2020-07-16	mod_2	1647700	green
2020-07-16	mod_4	817932	blue
2020-07-16	mod_4_up	14502110	blue
2020-07-17	mod_3	4426863	red
2020-07-17	mod_2	1662653	green
2020-07-17	mod_4	828636	blue
2020-07-17	mod_4_up	14610169	blue
2020-07-18	mod_3	4446175	red
2020-07-18	mod_2	1677475	green
2020-07-18	mod_4	839549	blue
2020-07-18	mod_4_up	14676275	blue
2020-07-19	mod_3	4465101	red
2020-07-19	mod_2	1692086	green
2020-07-19	mod_4	850433	blue
2020-07-19	mod_4_up	14707327	blue
2020-07-20	mod_3	4483463	red
2020-07-20	mod_2	1706288	green
2020-07-20	mod_4	861165	blue
2020-07-20	mod_4_up	14877344	blue
2020-07-21	mod_3	4502017	red
2020-07-21	mod_2	1720188	green
2020-07-21	mod_4	871835	blue
2020-07-21	mod_4_up	14898218	blue
2020-07-22	mod_3	4520196	red
2020-07-22	mod_2	1733900	green
2020-07-22	mod_4	882271	blue
2020-07-22	mod_4_up	15081958	blue
2020-07-23	mod_3	4537246	red
2020-07-23	mod_2	1747187	green
2020-07-23	mod_4	892534	blue
2020-07-23	mod_4_up	15102070	blue
2020-07-24	mod_3	4554052	red
2020-07-24	mod_2	1760652	green
2020-07-24	mod_4	902847	blue
2020-07-24	mod_4_up	15242205	blue
2020-07-25	mod_3	4570764	red
2020-07-25	mod_2	1773656	green
2020-07-25	mod_4	913105	blue
2020-07-25	mod_4_up	15391560	blue
